corpus_id,definition,class,present,present_1sg,imperfective,perfective,imperative,infinitive
859,it’s lacking,become-ki,kalulo,tsilulo,kalulo,ululo,hilulo,ululo
862,he/she is chopping it,sk-h,kaluy,tsiluy,kaluy,uluy,hiluy,uluy
862,he/she is chopping it,sk-h-yh,kaluy,tsiluy,kaluy,ulu,hilu,uluy
862,he/she is chopping it,sk-h[imp2],kaluy,tsiluy,kaluy,uluy,hiluyha,uluy
864,he/she is beating him/her up,hih-hil,kalvn,tsilvn,kalvn,ulvn,hilvn,ulvn
870,he/she is putting it in a hole or a container,vsk,kal,tsil,kal,ul,hilv',ul
870,he/she is putting it in a hole or a container,vsk[imp2],kal,tsil,kal,ul,hil,ul
871,he/she is selling it,go-in,kanat,tsinat,kanat,unat,hinat,unat
873,he/she is hiring him/her,vsk,kanalh,tsinalh,kanalh,unalh,hinalhv',unalh
873,he/she is hiring him/her,vsk[imp2],kanalh,tsinalh,kanalh,unalh,hinalh,unalh
876,he/she is finding it,ih-vh,kanawhth,tsinawhth,kanawhth,unawhth,hinawhth,unawhthv
876,he/she is finding it,ih-vh[inf2],kanawhth,tsinawhth,kanawhth,unawhth,hinawhth,unawhth
877,he/she is taking it somewhere,ih-vh,kanawit,tsinawit,kanawit,unawit,hinawit,unawit
879,he/she is getting it,rev-e,kan,tsin,kan,un,hin,un
880,he/she is changing it,glottal-sk,kanetliyv,tsinetliyv,kanetliyv,unetliyvhs,hinetliyvn,unetliyv
880,he/she is changing it,glottal-sk[perf2],kanetliyv,tsinetliyv,kanetliyv,unetliyv,hinetliyvn,unetliyv
880,he/she is changing it,v-vhs,kanetliy,tsinetliy,kanetliy,unetliy,hinetliy,unetliy
880,he/she is changing it,change-out,kanetl,tsinetl,kanetl,unetl,hinetl,unetl
882,he/she is taking it somewhere by hand,go,kan,tsin,kan,uwan,hin,uwan
882,he/she is taking it somewhere by hand,go[pres2],kanek,tsinek,kan,uwan,hin,uwan
883,he/she is peeling him/her,ih-vh,kanekal,tsinekal,kanekal,unekal,hinekal,unekal
884,he/she is getting some liquid,rev-gi,kane,tsine,kane,une,hine,une
884,he/she is getting some liquid,rev-i,kanek,tsinek,kanek,unek,hinek,unek
885,he/she is taking liquid from him/her,apl,kaneki',tsineki',kaneki',uneki',hineki,uneki'
885,he/she is taking liquid from him/her,apl[imp2],kaneki',tsineki',kaneki',uneki',hineki,uneki'
885,he/she is taking liquid from him/her,apl[imp3],kaneki',tsineki',kaneki',uneki',hinek,uneki'
886,he/she is bewitching him/her,glottal-sk,kanekuti,tsinekuti,kanekuti,unekut,hinekut,unekuti
886,he/she is bewitching him/her,long-no-a,kaneku,tsineku,kaneku,uneku,hineku,uneku
887,he/she is holding it in his/her hand,aspectless-h,kane,tsine,kane,,hine,
887,he/she is holding it in his/her hand,aspectless,kaneh,tsineh,kaneh,,hineh,
888,he/she is leaving some liquid,glottal-sk,kanehiya,tsine'iya,kanehiya,unehiy,hinehiy,unehiya
888,he/she is leaving some liquid,leaving,kaneh,tsine',kaneh,uneh,hineh,uneh
889,he/she is giving him/her some liquid,apl,kanenh,tsinen,kanenh,unenh,hine'v,unenh
889,he/she is giving him/her some liquid,apl[imp2],kanenh,tsinen,kanenh,unenh,hine'v,unenh
890,he/she is finding some liquid,ih-vh,kanewhahth,tsinewahth,kanewhahth,unewhahth,hinewhahth,unewhahthv
890,he/she is finding some liquid,ih-vh[inf2],kanewhahth,tsinewahth,kanewhahth,unewhahth,hinewhahth,unewhahth
891,he/she is taking some liquid somewhere,ih-vh,kanewhit,tsinewit,kanewhit,unewhit,hinewhit,unewhit
893,he/she lives,aspectless,kanel,tsinel,kanel,,hinel,
895,it’s freezing,glottal-sk,kanehstalati,tsinehstalati,kanehstalati,unehstalat,hinehstalat,unehstalati
895,it’s freezing,long,kanehstal,tsinehstal,kanehstal,unehstal,hinehstal,unehstal
895,it’s freezing,long-no-a,kanehstala,tsinehstala,kanehstala,unehstala,hinehstala,unehstala
896,it’s hailing,sk-s-hst,kanehsoy,,kanehsoy,unehsoy,,unehsoy
899,he/she is lying down,aspectless,kanhk,tsinvk,kanhk,,hinhk,
901,he/she is agitating liquid,apl-active,kanhkwa',tsinhkwa',kanhkwa',unhkwa',hinhkwa',unhkwa'
901,he/she is agitating liquid,apl-active-a,kanhkwa',tsinhkwa',kanhkwa',unhkwa',hinhkwa'vl,unhkwa'e
902,he/she is taking a liquid somewhere by hand,go,kanhts,tsinvts,kanhts,unhts,hinhts,unhts
902,he/she is taking a liquid somewhere by hand,go[pres2],kanhtsek,tsinvtsek,kanhts,unhts,hinhts,unhts
903,he/she is holding some liquid,aspectless-h,kanhtse,tsinvtse,kanhtse,,hinhtse,
903,he/she is holding some liquid,aspectless,kanhtseh,tsinvtseh,kanhtseh,,hinhtseh,
904,he/she is handling some liquid,be-at,kanhts,tsinvts,kanhts,unhts,hinhts,unhts
904,he/she is handling some liquid,be-at-weak,kanhtsit,tsinvtsit,kanhtsit,unhtsit,hinhtsit,unhtsit
908,he/she is handling it,be-at,kan,tsin,kan,uwan,hin,uwan
908,he/she is handling it,be-at-weak,kanit,tsinit,kanit,uwanit,hinit,uwanit
909,he/she hates him/her,ih-l[perf2],kanikwath,tsinikwath,kanikwath,unikwath,hinikwath,unikwath
909,he/she hates him/her,ih-l[perf2-inf2],kanikwath,tsinikwath,kanikwath,unikwath,hinikwath,unikwathi
909,he/she hates him/her,hih-lh,kanikwat,tsinikwat,kanikwat,unikwathi,hinikwathi,unikwathi
909,he/she hates him/her,hih-lh[inf2],kanikwat,tsinikwat,kanikwat,unikwathi,hinikwathi,unikwat
909,he/she hates him/her,hih-lh[imp2],kanikwat,tsinikwat,kanikwat,unikwathi,hinikwathik,unikwathi
909,he/she hates him/her,hih-lh[imp2-inf2],kanikwat,tsinikwat,kanikwat,unikwathi,hinikwathik,unikwat
910,he/she is setting up a bed,glottal-sk,kanilhati,tsinilhati,kanilhati,unilhat,hinilhat,unilhati
910,he/she is setting up a bed,long,kanilh,tsinilh,kanilh,unilh,hinilh,unilh
910,he/she is setting up a bed,long-no-a,kanilha,tsinilha,kanilha,unilha,hinilha,unilha
913,he/she is pleading,glottal-sk,kanilati,tsinilati,kanilati,unilat,hinilat,unilati
913,he/she is pleading,long,kanil,tsinil,kanil,unil,hinil,unil
913,he/she is pleading,long-no-a,kanila,tsinila,kanila,unila,hinila,unila
914,he/she is burying him/her,cause[perf2],ka'nihs,tsinihs,ka'nihs,unihs,hinihs,unihs
914,he/she is burying him/her,cause[pres2-perf2],ka'nihsih,tsinihsih,ka'nihs,unihs,hinihs,unihs
915,he/she is leaving it,glottal-sk,ka'niha,tsi'niya,ka'niya,uniy,hiniy,uniya
916,he/she is catching him/her,ih-vh,ka'niy,tsiniy,kaniy,uniy,hiniy,uniy
918,he/she is hunting,be-at,kanohal,tsino'al,kanohal,unohal,hinohal,unohal
918,he/she is hunting,be-at-weak,kanohalit,tsino'alit,kanohalit,unohalit,hinohalit,unohalit
920,he/she is flying,aspectless,kanohil,tsino'il,kanohilihs,,hinohilihs,
921,it’s flooding,i-vka,kanohuk,,kanohuk,unohuk,,unohuk
922,he/she is causing it to sound,cause,kanoyhvlhihst,tsinoyvlihst,kanoyhvlhihst,unoyhvlhihst,hinoyhvlhihst,unoyhvlhihst
922,he/she is causing it to sound,cause[perf3],kanoyhvlhihst,tsinoyvlihst,kanoyhvlhihst,unoyhvlhihsth,hinoyhvlhihst,unoyhvlhihst
922,he/she is causing it to sound,cause[pres2],kanoyhvlhihstih,tsinoyvlihstih,kanoyhvlhihst,unoyhvlhihst,hinoyhvlhihst,unoyhvlhihst
922,he/she is causing it to sound,cause[pres2-perf3],kanoyhvlhihstih,tsinoyvlihstih,kanoyhvlhihst,unoyhvlhihsth,hinoyhvlhihst,unoyhvlhihst
924,it is blowing,vsk,kanolv',,kanolv',unol,,unol
924,it is blowing,vsk-long,kanol,,kanol,unol,,unol
924,it is blowing,vsk-post-v,kanolv,,kanolv,unolv,,unolv
925,he/she is stealing it,rev-gi,kanohs,tsinohs,kanohs,unohs,hinohs,unohs
925,he/she is stealing it,rev-i,kanohsk,tsinohsk,kanohsk,unohsk,hinohsk,unohsk
928,he/she is sinking,become-ki,kanoyv,tsinoyv,kanoyv,unoyv,hinoyv,unoyv'i
928,he/she is sinking,become-ki[inf2],kanoyv,tsinoyv,kanoyv,unoyv,hinoyv,unoyv
928,he/she is sinking,become-ki[inf4],kanoyv,tsinoyv,kanoyv,unoyv,hinoyv,unoyv'
929,he/she is pulling him/her,rev-e,kanhsan,tsinahsan,kanhsan,unhsan,hinahsan,unhsan
931,he/she is dragging him/her,go,kanhsin,tsinahsin,kanhsin,unhsin,hinahsin,unhsin
931,he/she is dragging him/her,go[pres2],kanhsinek,tsinahsinek,kanhsin,unhsin,hinahsin,unhsin
932,he/she is exiting,become-'i,kanuko,tsinuko,kanuko,unuko,hinuko,unuko
937,he/she is twisting him/her,be-at-weak,kanuthey,tsinuthey,kanuthey,unuthey,hinutheyak,unuthey
937,he/she is twisting him/her,oh-ol[inf2],kanuthey,tsinuthey,kanuthey,unuthey,hinuthey,unutheya
937,he/she is twisting him/her,oh-ol[inf3],kanuthey,tsinuthey,kanuthey,unuthey,hinuthey,unuthey
938,he/she is missing him/her,glottal-sk,kanvti,tsinvti,kanvti,unvt,hinvt,unvti
938,he/she is missing him/her,long-no-a,kanv,tsinv,kanv,unv,hinv,unv
940,he/she is falling from an upright position,become-ki,kanv,tsinv,kanv,unv,hinv,unv'i
940,he/she is falling from an upright position,become-ki[inf2],kanv,tsinv,kanv,unv,hinv,unv
940,he/she is falling from an upright position,become-ki[inf4],kanv,tsinv,kanv,unv,hinv,unv'
941,he/she is cleaning him/her,ih-vh,kanvkal,tsinvkal,kanvkal,unvkal,hinvkal,unvkal
942,he/she is hammering it,glottal-sk,kanvkwalo,tsinvkwalo,kanvkwalo,unvkwalo',hinvkwalots,unvkwalo
942,he/she is hammering it,o,kanvkwal,tsinvkwal,kanvkwal,unvkwal,hinvkwal,unvkwal
946,he/she is tying up a leg,hih-lh,kanvlho,tsinvlho,kanvlho,unvlho,hinvlho,unvlho
946,he/she is tying up a leg,hih-lh[imp2],kanvlho,tsinvlho,kanvlho,unvlho,hinvlhok,unvlho
949,he/she is tossing about,be-at,kanvts,tsinvts,kanvts,unvts,hinvts,unvts
949,he/she is tossing about,be-at-weak,kanvtsit,tsinvtsit,kanvtsit,unvtsit,hinvtsit,unvtsit
950,he/she is giving him/her an object,apl,kanvn,tsinvn,kanvn,unvn,hinv,unvn
950,he/she is giving him/her an object,apl[imp2],kanvn,tsinvn,kanvn,unvn,hinv,unvn
955,he/she is pushing him/her,sk-h,kahsato,tsiyahsato,kahsato,uwahsatoy,hiyahsatoy,uwahsato
955,he/she is pushing him/her,sk-h-yh,kahsato,tsiyahsato,kahsato,uwahsato,hiyahsato,uwahsato
955,he/she is pushing him/her,sk-h[imp2],kahsato,tsiyahsato,kahsato,uwahsatoy,hiyahsatoyha,uwahsato
956,he/she is rolling him/her,hih-lh,kahsakwale,tsiyahsakwale,kahsakwale,uwahsakwale,hiyahsakwale,uwahsakwale
956,he/she is rolling him/her,hih-lh[imp2],kahsakwale,tsiyahsakwale,kahsakwale,uwahsakwale,hiyahsakwalek,uwahsakwale
960,he/she is attaching the object behind it,vsk,kahsanenat,tsihsanenat,kahsanenat,uwahsanenat,hihsanenat,uwahsanenat
968,he/she is whistling,become-ki,kahsvnh,tsihsvnh,kahsvnh,uwahsvnh,hihsvnh,uwahsvn
969,he/she is piling it up,hvsk-han,kahsvt,tsihsvt,kahsvt,uwahsvt,hihsvt,uwahsvt
970,it’s hanging,aspectless-h,kat,,kat,,hat,
970,it’s hanging,aspectless,kath,,kath,,hath,
973,he/she is stabbing him/her,ih-l[perf2],kath,tsiyath,kath,uwath,hiyath,uwath
973,he/she is stabbing him/her,ih-l[perf2-inf2],kath,tsiyath,kath,uwath,hiyath,uwathi
973,he/she is stabbing him/her,hih-lh,kat,tsiyat,kat,uwathi,hiyathi,uwathi
973,he/she is stabbing him/her,hih-lh[inf2],kat,tsiyat,kat,uwathi,hiyathi,uwat
973,he/she is stabbing him/her,hih-lh[imp2],kat,tsiyat,kat,uwathi,hiyathik,uwathi
973,he/she is stabbing him/her,hih-lh[imp2-inf2],kat,tsiyat,kat,uwathi,hiyathik,uwat
976,he/she is hanging it up,hvsk-han,kat,kat,kat,ut,hat,ut
977,he/she is joking,vnh-ih-a,kawelh,tsiwelh,kawelh,uwelh,hiwelhvn,uwelhv
977,he/she is joking,vnh-ih-vna,kawelh,tsiwelh,kawelh,uwelh,hiwelh,uwelh
978,he/she is resting him/her,cause,kawehsolvhst,tsiyawehsolvhst,kawehsolvhst,uyawehsolvhst,hiyawehsolvhst,uyawehsolvhst
978,he/she is resting him/her,cause[perf3],kawehsolvhst,tsiyawehsolvhst,kawehsolvhst,uyawehsolvhsth,hiyawehsolvhst,uyawehsolvhst
978,he/she is resting him/her,cause[pres2],kawehsolvhstih,tsiyawehsolvhstih,kawehsolvhst,uyawehsolvhst,hiyawehsolvhst,uyawehsolvhst
978,he/she is resting him/her,cause[pres2-perf3],kawehsolvhstih,tsiyawehsolvhstih,kawehsolvhst,uyawehsolvhsth,hiyawehsolvhst,uyawehsolvhst
979,he/she is bathing him/her,glottal-sk,kawo,tsiyawo,kawo,uwo',hiyawots,uwo
979,he/she is bathing him/her,o,kaw,tsiyaw,kaw,uw,hiyaw,uw
980,he/she is replying,glottal-sk,kawohiliyv,kawo'iliyv,kawohiliyv,uwohiliyvhs,hawohiliyvn,uwohiliyv
980,he/she is replying,glottal-sk[perf2],kawohiliyv,kawo'iliyv,kawohiliyv,uwohiliyv,hawohiliyvn,uwohiliyv
980,he/she is replying,v-vhs,kawohiliy,kawo'iliy,kawohiliy,uwohiliy,hawohiliy,uwohiliy
980,he/she is replying,change-out,kawohil,kawo'il,kawohil,uwohil,hawohil,uwohil
981,he/she is lecturing him/her,cause,kawonht,tsiwonht,kawonht,uwonht,hiwonht,uwonht
981,he/she is lecturing him/her,cause[perf3],kawonht,tsiwonht,kawonht,uwonhth,hiwonht,uwonht
981,he/she is lecturing him/her,cause[pres2],kawonhtih,tsiwonhtih,kawonht,uwonht,hiwonht,uwonht
981,he/she is lecturing him/her,cause[pres2-perf3],kawonhtih,tsiwonhtih,kawonht,uwonhth,hiwonht,uwonht
986,he/she is sewing it,sk-s-hst[imp2],kayew,tsiyewi,kayew,uwayew,hiyew,uwayew
986,he/she is sewing it,sk-s-hst[imp4],kayew,tsiyewi,kayew,uwayew,hiyew,uwayew
986,he/she is sewing it,sk-s-hst,kayew,tsiyewi,kayew,uwayew,hiyewa,uwayew
992,he/she is feeding him/her,oh-al,kel,tsiyel,kel,uwel,hiyelo,uwel
993,he/she is howling,sk-h,kelhuhv,keluhv,kelhuhv,uwelhun,helhuhvk,uwelhuhv
993,he/she is howling,sk-h[imp2],kelhuhv,keluhv,kelhuhv,uwelhun,helhuhvka,uwelhuhv
993,he/she is howling,hvsk-nh[inf3],kelhu,kelu,kelhu,uwelhu,helhu,uwelhu
1014,he/she is leading him/her by the hand,go,kohin,tsiyo'in,kohin,uwohin,hiyo'in,uwohin
1014,he/she is leading him/her by the hand,go[pres2],kohinek,tsiyo'inek,kohin,uwohin,hiyo'in,uwohin
1015,he/she is agreeing with him/her,apl,kohiyhtan,tsiyo'iyhtan,kohiyhtan,uwohiyhtan,hiyo'iyhta,uwohiyhtan
1015,he/she is agreeing with him/her,apl[imp2],kohiyhtan,tsiyo'iyhtan,kohiyhtan,uwohiyhtan,hiyo'iyhta,uwohiyhtan
1017,he/she is recognizing him/her,become-ki,kolh,tsiyoli,kolh,uwolh,hiyoli,uwolhi
1017,he/she is recognizing him/her,become-ki[inf4],kolh,tsiyoli,kolh,uwolh,hiyoli,uwolh
1018,he/she understands it,become-ki,kolh,koli,kolh,uwolh,holh,uwolhi
1018,he/she understands it,become-ki[inf4],kolh,koli,kolh,uwolh,holh,uwolh
1021,he/she is getting full,sk-s-hi-hihst,kolhv,kolv,kolhv,uwolhv,holhv,uwolhv
1021,he/she is getting full,sk-s-hst[imp3],kolhv,kolv,kolhv,uwolhv,holhv,uwolhvhi
1021,he/she is getting full,sk-s-hst,kolhv,kolv,kolhv,uwolhv,holhvhi,uwolhvhi
1022,he/she is making it,vnh-vsk,kolh,kolh,kolh,uwolh,holh,uwolhvn
1022,he/she is making it,vnh-vsk[inf3],kolh,kolh,kolh,uwolh,holh,uwolh
1023,he/she is making it fall,cause,kohonht,ko'onht,kohonht,uwohonht,hohonht,uwohonht
1023,he/she is making it fall,cause[perf3],kohonht,ko'onht,kohonht,uwohonhth,hohonht,uwohonht
1023,he/she is making it fall,cause[pres2],kohonhtih,ko'onhtih,kohonht,uwohonht,hohonht,uwohonht
1023,he/she is making it fall,cause[pres2-perf3],kohonhtih,ko'onhtih,kohonht,uwohonhth,hohonht,uwohonht
1024,it’s falling,sk-s-hi-hihst,koho,ko'o,koho,uwoho,hoho,uwoho
1024,it’s falling,sk-s-hst[imp3],koho,ko'o,koho,uwoho,hoho,uwohohi
1024,it’s falling,sk-s-hst,koho,ko'o,koho,uwoho,hohohi,uwohohi
1027,he/she is writing it,i-vka,kowhel,kowel,kowhel,uwowhel,howhel,uwowhel
1030,he/she is pulling a trigger,rev-e,kotsan,kotsan,kotsan,uwotsan,hotsan,uwotsan
1033,he/she is smoking it,sk-s-hst[imp3],kok,koki,kok,uwok,hok,uwok
1033,he/she is smoking it,sk-s-hst,kok,koki,kok,uwok,hoki,uwok
1038,he/she is batting it,ih-l,kohstvn,kohstvn,kohstvn,uwohstvn,hohstvn,uwohstvn
1038,he/she is batting it,ih-l[inf2],kohstvn,kohstvn,kohstvn,uwohstvn,hohstvn,uwohstvni
1040,he/she is saying to him/her,apl,kohs,tsiyohs,kohs,uwohs,hiyo,uwohs
1040,he/she is saying to him/her,apl[imp2],kohs,tsiyohs,kohs,uwohs,hiyo,uwohs
1041,it’s swelling,sk-s-hi-hihst,kothi,kothi,kothi,uwothi,hothi,uwothi
1041,it’s swelling,sk-s-hst[imp3],kothi,kothi,kothi,uwothi,hothi,uwothihi
1041,it’s swelling,sk-s-hst,kothi,kothi,kothi,uwothi,hothihi,uwothihi
1043,he/she is building a fire,hvsk-han,kot,kot,kot,uwot,hot,uwot
1044,he/she is unhitching him/her,rev-e,kutal,tsiyutal,kutal,uwutal,hiyutal,uwutal
1045,he/she is hitching him/her up,vsk,kutal,tsiyutal,kutal,uwutal,hiyutalv',uwutal
1045,he/she is hitching him/her up,vsk[imp2],kutal,tsiyutal,kutal,uwutal,hiyutal,uwutal
1050,he/she is putting a handle on a tool,hvsk-han,kuhal,ku'al,kuhal,uwuhal,huhal,uwuhal
1052,he/she is washing it,glottal-sk,kuhilo,ku'ilo,kuhilo,uwuhilo',huhilots,uwuhilo
1052,he/she is washing it,o,kuhil,ku'il,kuhil,uwuhil,huhil,uwuhil
1053,he/she is accusing him/her,cause,kuhihst,tsiyu'ihst,kuhihst,uwuhihst,hiyu'ihst,uwuhihst
1053,he/she is accusing him/her,cause[perf3],kuhihst,tsiyu'ihst,kuhihst,uwuhihsth,hiyu'ihst,uwuhihst
1053,he/she is accusing him/her,cause[pres2],kuhihstih,tsiyu'ihstih,kuhihst,uwuhihst,hiyu'ihst,uwuhihst
1053,he/she is accusing him/her,cause[pres2-perf3],kuhihstih,tsiyu'ihstih,kuhihst,uwuhihsth,hiyu'ihst,uwuhihst
1055,he/she is covering it,vsk,kulh,kulh,kulh,uwulh,hulhv',uwulh
1055,he/she is covering it,vsk[imp2],kulh,kulh,kulh,uwulh,hulh,uwulh
1056,he/she is putting it in water,hvsk-nh,ku,ku,ku,uwu,hu,uwu
1056,he/she is putting it in water,hvsk-nh[inf2],ku,ku,ku,uwu,hu,uwu
1060,he/she is picking him/her up,rev-e,kuth,tsiyuth,kuth,uwuth,hiyuth,uwuth
1061,it’s snowing,cause[perf2],kuth,,kuth,uwuth,,uwuth
1061,it’s snowing,cause[pres2-perf2],kuthih,,kuth,uwuth,,uwuth
1061,it’s snowing,aspectless,kuthih,,kuthihsk,uwuthanh,,uwutho
1061,it’s snowing,aspectless[inf2],kuthih,,kuthihsk,uwuthanh,,uwuth
1063,he/she is sifting it,cause,kvkuhst,kvkuhst,kvkuhst,uwakuhst,hvkuhst,uwakuhst
1063,he/she is sifting it,cause[perf3],kvkuhst,kvkuhst,kvkuhst,uwakuhsth,hvkuhst,uwakuhst
1063,he/she is sifting it,cause[pres2],kvkuhstih,kvkuhstih,kvkuhst,uwakuhst,hvkuhst,uwakuhst
1063,he/she is sifting it,cause[pres2-perf3],kvkuhstih,kvkuhstih,kvkuhst,uwakuhsth,hvkuhst,uwakuhst
1064,it’s leaking,sk-s-hst,kvku,,kvku,uwaku,,uwaku
1067,he/she is alive,aspectless-h,kvn,kvn,kvn,,hvn,
1067,he/she is alive,aspectless,kvnh,kvn,kvnh,,hvnh,
1070,he/she is hitting him/her,ih-l[inf2],kvnh,tsiyvn,kvnh,uwanh,hiyvn,uwan
1070,he/she is hitting him/her,hih-hil,kvn,tsiyvn,kvn,uwan,hiyvni,uwan
1071,he/she is cooking it,cause,kvnhihst,kvnihst,kvnhihst,uwanhihst,hvnhihst,uwanhihst
1071,he/she is cooking it,cause[perf3],kvnhihst,kvnihst,kvnhihst,uwanhihsth,hvnhihst,uwanhihst
1071,he/she is cooking it,cause[pres2],kvnhihstih,kvnihstih,kvnhihst,uwanhihst,hvnhihst,uwanhihst
1071,he/she is cooking it,cause[pres2-perf3],kvnhihstih,kvnihstih,kvnhihst,uwanhihsth,hvnhihst,uwanhihst
1076,he/she is frying it,hvsk-han,kvtsal,kvtsal,kvtsal,uwvtsal,hvtsal,uwvtsal
1078,he/she is melting it,cause,kvnawht,kvnawot,kvnawht,uwanawht,hvnawht,uwanawht
1078,he/she is melting it,cause[perf3],kvnawht,kvnawot,kvnawht,uwanawhth,hvnawht,uwanawht
1078,he/she is melting it,cause[pres2],kvnawhtih,kvnawotih,kvnawht,uwanawht,hvnawht,uwanawht
1078,he/she is melting it,cause[pres2-perf3],kvnawhtih,kvnawotih,kvnawht,uwanawhth,hvnawht,uwanawht
1079,it’s melting,sk-s-hi-hihst,kvnawo,kvnawo,kvnawo,uwanawo,hvnawo,uwanawo
1079,it’s melting,sk-s-hst[imp3],kvnawo,kvnawo,kvnawo,uwanawo,hvnawo,uwanawohi
1079,it’s melting,sk-s-hst,kvnawo,kvnawo,kvnawo,uwanawo,hvnawohi,uwanawohi
1081,he/she is sweeping it,sk-h,kvnohsa,kvnohsa,kvnohsa,uwanohsa,hvnohs,uwanohsa
1081,he/she is sweeping it,sk-h[imp2],kvnohsa,kvnohsa,kvnohsa,uwanohsa,hvnohsa,uwanohsa
1082,it’s becoming done,sk-s-hi-hihst,kvn,,kvn,uwan,hvn,uwan
1082,it’s becoming done,sk-s-hst[imp3],kvn,,kvn,uwan,hvn,uwanhi
1082,it’s becoming done,sk-s-hst,kvn,,kvn,uwan,hvnhi,uwanhi
1083,he/she is hiding it,hvsk-han,kvhskal,kvhskal,kvhskal,uwahskal,hvhskal,uwahskal
1085,he/she is hiding him/her,vsk,kvhskal,tsiyvhskal,kvhskal,uwahskal,hiyvhskalv',uwahskal
1085,he/she is hiding him/her,vsk[imp2],kvhskal,tsiyvhskal,kvhskal,uwahskal,hiyvhskal,uwahskal
1086,he/she is cracking it,glottal-sk,kvhskwalo,kvhskwalo,kvhskwalo,uwahskwalo',hvhskwalots,uwahskwalo
1086,he/she is cracking it,o,kvhskwal,kvhskwal,kvhskwal,uwahskwal,hvhskwal,uwahskwal
1087,he/she is putting it into a fire,hvsk-han,kvt,kvt,kvt,uwvt,hvt,uwvt
1088,he/she is soaking it,hvsk-han,kvwal,kvwal,kvwal,uwvwal,hvwal,uwvwal
1119,he/she is returning,become-ki,ika'luh,itsi'luh,ika'luh,v'uluh,tsihi'luh,
1221,he/she is ascending an incline,sk-s-hi-hihst,khanalu,tsinalu,khanalu,unhalu,hinhalu,unhalu
1221,he/she is ascending an incline,sk-s-hst[imp3],khanalu,tsinalu,khanalu,unhalu,hinhalu,unhaluhi
1221,he/she is ascending an incline,sk-s-hst,khanalu,tsinalu,khanalu,unhalu,hinhaluhi,unhaluhi
1224,he/she is making him/her angry,cause,khanalvhst,tsinalvhst,khanalvhst,unhalvhst,hinalvhst,unhalvhst
1224,he/she is making him/her angry,cause[perf3],khanalvhst,tsinalvhst,khanalvhst,unhalvhsth,hinalvhst,unhalvhst
1224,he/she is making him/her angry,cause[pres2],khanalvhstih,tsinalvhstih,khanalvhst,unhalvhst,hinalvhst,unhalvhst
1224,he/she is making him/her angry,cause[pres2-perf3],khanalvhstih,tsinalvhstih,khanalvhst,unhalvhsth,hinalvhst,unhalvhst
1227,he/she is rooting it out,ih-vh,khanahstetl,tsinahstetl,khanahstetl,unhahstetl,hinhahstetl,unhahstel
1229,he/she is cold,become-ki,khanawo,tsinawo,khanawo,unhawo,hinhawo,unhawo
1230,he/she is speaking,become-ki,khane,tsine,khane,unhe,hinhe,unhe
1231,he/she is prying it,ih-vh,khanekwat,tsinekwat,khanekwat,unhekwat,hinhekwat,unhekwat
1232,he/she is accumulating it,glottal-sk,khanehkwo,tsinehkwo,khanehkwo,unhehkwo',hinhehkwots,unhehkwo
1232,he/she is accumulating it,o,khanehkw,tsinehkw,khanehkw,unhehkw,hinhehkw,unhehkw
1233,it’s accumulating,become-ki,khanehkwo,,khanehkwo,unhehkwo,hinhehkwo,unhehkwo'i
1233,it’s accumulating,become-ki[inf2],khanehkwo,,khanehkwo,unhehkwo,hinhehkwo,unhehkwo
1233,it’s accumulating,become-ki[inf4],khanehkwo,,khanehkwo,unhehkwo,hinhehkwo,unhehkwo'
1234,he/she is mentioning it,cause,khane'ihst,tsine'ihst,khane'ihst,unhe'ihst,hinhe'ihst,unhe'ihst
1234,he/she is mentioning it,cause[perf3],khane'ihst,tsine'ihst,khane'ihst,unhe'ihsth,hinhe'ihst,unhe'ihst
1234,he/she is mentioning it,cause[pres2],khane'ihstih,tsine'ihstih,khane'ihst,unhe'ihst,hinhe'ihst,unhe'ihst
1234,he/she is mentioning it,cause[pres2-perf3],khane'ihstih,tsine'ihstih,khane'ihst,unhe'ihsth,hinhe'ihst,unhe'ihst
1235,it’s contaminated,aspectless-h,khanehsal,,khanehsal,,,
1235,it’s contaminated,aspectless,khanehsalh,,khanehsalh,,,
1236,he/she is contaminating it,hvsk-han,khanehsal,tsinehsal,khanehsal,unhehsal,hinhehsal,unhehsal
1241,he/she is collecting from him/her,hvsk-han,khanil,tsinil,khanil,unhil,hinil,unhil
1246,he/she is telling it,apl-active-lh,khanoh,tsinoh,khanoh,unhoh,hinhoh,unhoh
1247,he/she is omitting him/her,glottal-sk,khanohiya,tsinohiya,khanohiya,unhohiy,hinohiy,unhohiya
1247,he/she is omitting him/her,leaving,khanoh,tsinoh,khanoh,unhoh,hinoh,unhoh
1249,he/she is fanning him/her,apl-active,khanoy,tsinoy,khanoy,unhoy,hinoy,unhoy
1249,he/she is fanning him/her,apl-active-a,khanoy,tsinoy,khanoy,unhoy,hinoyvl,unhoye
1253,it’s misting,glottal-sk,khanuyolati,,khanuyolati,unhuyola't,,unhuyolati
1253,it’s misting,long-no-a,khanuyola,,khanuyola,unhuyola',,unhuyola
1254,he/she is straining it,cause,khanvhsolvhst,tsinvhsolvhst,khanvhsolvhst,unhvhsolvhst,hinhvhsolvhst,unhvhsolvhst
1254,he/she is straining it,cause[perf3],khanvhsolvhst,tsinvhsolvhst,khanvhsolvhst,unhvhsolvhsth,hinhvhsolvhst,unhvhsolvhst
