corpus_id,definition,class,prediction
1602,he/she is losing his/her way,sg-h,ImpInfEventful
1602,he/she is losing his/her way,sg-h[imp2],ImpInfEventful
1602,he/she is losing his/her way,hih-lh,ImpInfEventful
1602,he/she is losing his/her way,oh-ol-a,ImpInfEventful
1602,he/she is losing his/her way,oh-al,ImpInfEventful
1602,he/she is losing his/her way,oh-al[imp2],ImpInfEventful
1602,he/she is losing his/her way,oh-ol[inf3],ImpInfEventful
1604,he/she is making a mistake,ih-ohd,FullEventful
1604,he/she is making a mistake,ih-ohd[perf3],FullEventful
1604,he/she is making a mistake,ih-ohd[pres2],FullEventful
1604,he/she is making a mistake,ih-ohd[pres2-perf3],FullEventful
1604,he/she is making a mistake,stative,StativeNoImp
1604,he/she is making a mistake,eh-a,ImpInfEventful
1604,he/she is making a mistake,ih-ohd,ImpInfEventful
1604,he/she is making a mistake,ih-vh,ImpInfEventful
1604,he/she is making a mistake,vnh-ih-a,ImpInfEventful
1612,he/she is whining,ih-ohd,FullEventful
1612,he/she is whining,ih-ohd[perf3],FullEventful
1612,he/she is whining,ih-ohd[pres2],FullEventful
1612,he/she is whining,ih-ohd[pres2-perf3],FullEventful
1612,he/she is whining,stative,StativeNoImp
1612,he/she is whining,eh-a,ImpInfEventful
1612,he/she is whining,ih-ohd,ImpInfEventful
1612,he/she is whining,ih-vh,ImpInfEventful
1612,he/she is whining,vnh-ih-a,ImpInfEventful
1613,he/she is wearing a ring,stative-k,FullStative
1613,he/she is wearing a ring,stative,FullStative
1614,it’s cloudy,stative,FullStative
1616,it’s happening to him,eh-el,FullEventful
1616,it’s happening to him,eh-el[imp2],FullEventful
1616,it’s happening to him,stative,StativeNoImp
1616,it’s happening to him,eh-el,ImpInfEventful
1616,it’s happening to him,eh-el[imp2],ImpInfEventful
1618,he/she is wearing a cap,stative,FullStative
1621,he/she is sticking his/her head out,stative,FullStative
1622,he/she is wearing a hat,stative-k,FullStative
1622,he/she is wearing a hat,stative,FullStative
1623,it’s dark,stative-k,FullStative
1623,it’s dark,stative,FullStative
1627,he/she likes him/her,stative,StativeNoImp
1627,he/she likes him/her,eh-a,ImpInfEventful
1627,he/she likes him/her,ih-ohd,ImpInfEventful
1627,he/she likes him/her,ih-vh,ImpInfEventful
1627,he/she likes him/her,vnh-ih-a,ImpInfEventful
1629,he/she has an object (refers to a flexible object),stative-a',FullStative
1629,he/she has an object (refers to a flexible object),stative,FullStative
1632,they are together,stative-s,FullStative
1632,they are together,stative,FullStative
1639,he/she is being mean,stative,FullStative
1642,he/she has a liquid,stative-h,FullStative
1642,he/she has a liquid,stative-eh,FullStative
1642,he/she has a liquid,stative,FullStative
1642,he/she has a liquid,hvsg-hn,InfEventful
1642,he/she has a liquid,hvsg-hn[inf2],InfEventful
1642,he/she has a liquid,vhvsg,InfEventful
1642,he/she has a liquid,eh-eh,InfEventful
1642,he/she has a liquid,eh-a,InfEventful
1642,he/she has a liquid,eh-el,InfEventful
1642,he/she has a liquid,ih-vh,InfEventful
1642,he/she has a liquid,vnh-ih-a,InfEventful
1646,he/she knows it,stative-h,FullStative
1646,he/she knows it,stative,FullStative
1649,it is making a sound,stative,StativeNoImp
1649,it is making a sound,sg-s-a,ImpInfEventful
1649,it is making a sound,sg-s-la,ImpInfEventful
1649,it is making a sound,sg-s-hst,ImpInfEventful
1649,it is making a sound,sg-h,ImpInfEventful
1649,it is making a sound,sg-h[imp2],ImpInfEventful
1649,it is making a sound,i-a-i,ImpInfEventful
1664,he/she is receiving punishment,i-a-i,FullEventful
1664,he/she is receiving punishment,stative,StativeNoImp
1664,he/she is receiving punishment,sg-s-hst,ImpInfEventful
1664,he/she is receiving punishment,sg-h,ImpInfEventful
1664,he/she is receiving punishment,sg-h[imp2],ImpInfEventful
1664,he/she is receiving punishment,i-a-i,ImpInfEventful
1671,he/she is coughing,sg-h[imp2],FullEventful
1671,he/she is coughing,stative,StativeNoImp
1671,he/she is coughing,sg-s-hi-hihst,ImpInfEventful
1671,he/she is coughing,sg-s-hst[imp2],ImpInfEventful
1671,he/she is coughing,sg-s-hst,ImpInfEventful
1671,he/she is coughing,sg-h[imp2],ImpInfEventful
1671,he/she is coughing,rev-i,ImpInfEventful
1677,he/she is wearing pants,stative,FullStative
1681,he/she is going to bed,hih-lh[imp2],FullEventful
1681,he/she is going to bed,stative-h,StativeNoImp
1681,he/she is going to bed,stative,StativeNoImp
1681,he/she is going to bed,sg-s-hst,ImpInfEventful
1681,he/she is going to bed,sg-h,ImpInfEventful
1681,he/she is going to bed,sg-h[imp2],ImpInfEventful
1681,he/she is going to bed,hih-lh[imp2],ImpInfEventful
1683,he/she is thirsty,i-vka,FullEventful
1683,he/she is thirsty,stative,StativeNoImp
1683,he/she is thirsty,i-vka,ImpInfEventful
1684,he/she is becoming enraged,sg-s-hi-hihst,FullEventful
1684,he/she is becoming enraged,sg-s-hst[imp2],FullEventful
1684,he/she is becoming enraged,sg-s-hst,FullEventful
1684,he/she is becoming enraged,stative,StativeNoImp
1684,he/she is becoming enraged,sg-s-hi-hihst,ImpInfEventful
1684,he/she is becoming enraged,sg-s-hst[imp2],ImpInfEventful
1684,he/she is becoming enraged,sg-s-hst,ImpInfEventful
1684,he/she is becoming enraged,sg-h[imp2],ImpInfEventful
1684,he/she is becoming enraged,rev-i,ImpInfEventful
1693,he/she is listening to him/her,stative,FullStative
1693,he/she is listening to him/her,hvsg-hn,InfEventful
1693,he/she is listening to him/her,hvsg-hn[inf2],InfEventful
1693,he/she is listening to him/her,hvsg-hn[inf4],InfEventful
1693,he/she is listening to him/her,vhvsg,InfEventful
1693,he/she is listening to him/her,eh-a,InfEventful
1693,he/she is listening to him/her,ih-ohd,InfEventful
1693,he/she is listening to him/her,ih-vh,InfEventful
1693,he/she is listening to him/her,vnh-ih-a,InfEventful
1698,he/she is forgetting it,sg-s-a,FullEventful
1698,he/she is forgetting it,stative,StativeNoImp
1698,he/she is forgetting it,sg-s-a,ImpInfEventful
1698,he/she is forgetting it,sg-s-hst,ImpInfEventful
1698,he/she is forgetting it,sg-h,ImpInfEventful
1698,he/she is forgetting it,sg-h[imp2],ImpInfEventful
1698,he/she is forgetting it,i-a-i,ImpInfEventful
1699,he/she is belching,g-ts,FullEventful
1699,he/she is belching,g-ts[inf2],FullEventful
1699,he/she is belching,stative,StativeNoImp
1699,he/she is belching,g-ts,ImpInfEventful
1699,he/she is belching,g-ts[inf2],ImpInfEventful
1699,he/she is belching,sg-s-hst,ImpInfEventful
1699,he/she is belching,sg-h[imp2],ImpInfEventful
1699,he/she is belching,rev-i,ImpInfEventful
1700,he/she is shivering,i-a-i,FullEventful
1700,he/she is shivering,stative,StativeNoImp
1700,he/she is shivering,sg-s-hst,ImpInfEventful
1700,he/she is shivering,sg-h,ImpInfEventful
1700,he/she is shivering,sg-h[imp2],ImpInfEventful
1700,he/she is shivering,i-a-i,ImpInfEventful
1704,he/she is in a hurry,stative-k,StativeNoImp
1704,he/she is in a hurry,stative,StativeNoImp
1704,he/she is in a hurry,g-ts,ImpInfEventful
1704,he/she is in a hurry,sg-s-hst,ImpInfEventful
1704,he/she is in a hurry,sg-h[imp2],ImpInfEventful
1708,he/she smells it,g-ts,FullEventful
1708,he/she smells it,stative,StativeNoImp
1708,he/she smells it,g-ts,ImpInfEventful
1708,he/she smells it,sg-s-hst,ImpInfEventful
1708,he/she smells it,sg-h[imp2],ImpInfEventful
1709,he/she has an object (refers to a long object),stative,FullStative
1710,he/she is aching,eh-el,FullEventful
1710,he/she is aching,eh-el[imp2],FullEventful
1710,he/she is aching,stative,StativeNoImp
1710,he/she is aching,eh-el,ImpInfEventful
1710,he/she is aching,eh-el[imp2],ImpInfEventful
1711,he/she is yelling,stative,StativeNoImp
1711,he/she is yelling,sg-s-hst,ImpInfEventful
1711,he/she is yelling,sg-h,ImpInfEventful
1711,he/she is yelling,sg-h[imp2],ImpInfEventful
1711,he/she is yelling,hvsg-hn[inf3],ImpInfEventful
1711,he/she is yelling,hih-lh,ImpInfEventful
1711,he/she is yelling,oh-al,ImpInfEventful
1719,he/she has it,stative-h,FullStative
1719,he/she has it,stative,FullStative
1721,he/she is worried,stative,FullStative
1721,he/she is worried,g-ts,InfEventful
1721,he/she is worried,hg-hts,InfEventful
1721,he/she is worried,sg-s-hi-hihst,InfEventful
1721,he/she is worried,sg-s-hst,InfEventful
1721,he/she is worried,sg-h,InfEventful
1721,he/she is worried,ih-il,InfEventful
1721,he/she is worried,hih-lh,InfEventful
1721,he/she is worried,i-a-i,InfEventful
1721,he/she is worried,ih-ihi,InfEventful
1721,he/she is worried,oh-al,InfEventful
1721,he/she is worried,rev-i,InfEventful
1729,he/she is confident,stative-s,FullStative
1729,he/she is confident,stative,FullStative
1730,he/she is sitting,stative-h,FullStative
1730,he/she is sitting,stative,FullStative
1739,he/she is laughing,stative,StativeNoImp
1740,he/she is itching,stative,StativeNoImp
1740,he/she is itching,sg-s-hst,ImpInfEventful
1740,he/she is itching,sg-h,ImpInfEventful
1740,he/she is itching,sg-h[imp2],ImpInfEventful
1740,he/she is itching,e-aka,ImpInfEventful
1740,he/she is itching,hih-lh,ImpInfEventful
1740,he/she is itching,oh-al,ImpInfEventful
1740,he/she is itching,oh-al[imp2],ImpInfEventful
1741,he/she is losing it,eh-el,FullEventful
1741,he/she is losing it,eh-el[imp2],FullEventful
1741,he/she is losing it,stative,StativeNoImp
1741,he/she is losing it,eh-el,ImpInfEventful
1741,he/she is losing it,eh-el[imp2],ImpInfEventful
1745,he/she is hungry,stative,StativeNoImp
1745,he/she is hungry,eh-a,ImpInfEventful
1745,he/she is hungry,ih-ohd,ImpInfEventful
1745,he/she is hungry,ih-vh,ImpInfEventful
1745,he/she is hungry,vnh-ih-a,ImpInfEventful
1754,he/she is sending on object (refers to a long object),i-a-i,FullEventful
1761,he/she is sending it,hvsg-hn,FullEventful
1761,he/she is sending it,hvsg-hn[inf2],FullEventful
1765,he/she is heading in the direction of,stative-h,FullStative
1765,he/she is heading in the direction of,stative,FullStative
1774,he/she is sending it,hvsg-n,FullEventful
1775,he/she is sending it (refers to something liquid),hvsg-hn,FullEventful
1775,he/she is sending it (refers to something liquid),hvsg-hn[inf2],FullEventful
1776,he/she is sending it (refers to a flexible object),vsk,FullEventful
1776,he/she is sending it (refers to a flexible object),vsk[imp2],FullEventful
1776,he/she is sending it (refers to a flexible object),vsk-long,FullEventful
1776,he/she is sending it (refers to a flexible object),vsk-long[imp2],FullEventful
1776,he/she is sending it (refers to a flexible object),vsk-post-v,FullEventful
1778,he/she is going out of sight,g-ts,FullEventful
