corpus_id,entry_no,definition,prediction,class,post_root_morpheme,present,present_1sg,imperfective,perfective,imperative,infinitive
1493,1559,he/she is sick,ImpInfEventful,g-ts,,,,,,tstlv,utlv'i
1493,1559,he/she is sick,ImpInfEventful,g-ts[inf2],,,,,,tstlv,utlv
1493,1559,he/she is sick,ImpInfEventful,sg-s-hst,,,,,,tstlvki,utlv'i
1493,1559,he/she is sick,ImpInfEventful,sk-h[imp2],,,,,,tstlvki,utlv'i
1493,1559,he/she is sick,ImpInfEventful,rev-i,,,,,,tstlvk,utlv'
1505,1571,he/she is standing in liquid,FullStative,stative-s,,utu,akwatu,utu,utu,tsatu,
1505,1571,he/she is standing in liquid,FullStative,stative,,utuh,akwatuh,utuhs,utuhs,tsatuhs,
1505,1571,he/she is standing in liquid,InfEventful,hvsk-nh,,,,,,,utu
1505,1571,he/she is standing in liquid,InfEventful,hvsk-nh[inf2],,,,,,,utu
1505,1571,he/she is standing in liquid,InfEventful,episodic,,,,,,,utu
1505,1571,he/she is standing in liquid,InfEventful,apl-active-a,,,,,,,utu
1505,1571,he/she is standing in liquid,InfEventful,ih-vh,,,,,,,utu
1505,1571,he/she is standing in liquid,InfEventful,vnh-ih-a,,,,,,,utu
1507,1573,he/she wants it,FullEventful,ih-vh,,utul,akwatul,utul,utul,tsatul,utul
1507,1573,he/she wants it,StativeNoImp,stative,,utulih,akwatulih,utulihsk,utulvh,,
1507,1573,he/she wants it,ImpInfEventful,apl-active-a,,,,,,tsatul,utul
1507,1573,he/she wants it,ImpInfEventful,ih-vh,,,,,,tsatul,utul
1507,1573,he/she wants it,ImpInfEventful,vnh-ih-a,,,,,,tsatul,utul
1508,1574,he/she is willing,FullStative,stative,,utvnv'ihst,akwatvnv'ihst,utvnv'ihst,utvnv'ihst,tsatvnv'ihst,
1514,1580,he/she is becoming warm,FullEventful,sg-s-hi-hihst,,ukanawo,akikanawo,ukanawo,ukanawo,tsakanawo,ukanawo
1514,1580,he/she is becoming warm,FullEventful,sg-s-hst[imp2],,ukanawo,akikanawo,ukanawo,ukanawo,tsakanawo,ukanawohi
1514,1580,he/she is becoming warm,FullEventful,sg-s-hst,,ukanawo,akikanawo,ukanawo,ukanawo,tsakanawohi,ukanawohi
1514,1580,he/she is becoming warm,StativeNoImp,stative,,ukanawohsk,akikanawohsk,ukanawohsk,ukanawohs,,
1514,1580,he/she is becoming warm,ImpInfEventful,sg-s-hi-hihst,,,,,,tsakanawo,ukanawo
1514,1580,he/she is becoming warm,ImpInfEventful,sg-s-hst[imp2],,,,,,tsakanawo,ukanawohi
1514,1580,he/she is becoming warm,ImpInfEventful,sg-s-hst,,,,,,tsakanawohi,ukanawohi
1514,1580,he/she is becoming warm,ImpInfEventful,sk-h[imp2],,,,,,tsakanawohi,ukanawohi
1514,1580,he/she is becoming warm,ImpInfEventful,rev-i,,,,,,tsakanawoh,ukanawoh
1516,1582,he/she is possessive of him/her,FullStative,stative-s,,ukeyu,tsikeyu,ukeyu,ukeyu,hikeyu,
1516,1582,he/she is possessive of him/her,FullStative,stative,,ukeyuh,tsikeyu',ukeyuhs,ukeyuhs,hikeyuhs,
1516,1582,he/she is possessive of him/her,InfEventful,hvsk-han,,,,,,,ukey
1516,1582,he/she is possessive of him/her,InfEventful,hvsk-nh[inf2],,,,,,,ukey
1516,1582,he/she is possessive of him/her,InfEventful,episodic,,,,,,,ukey
1516,1582,he/she is possessive of him/her,InfEventful,apl-active-a,,,,,,,ukey
1516,1582,he/she is possessive of him/her,InfEventful,ih-vh,,,,,,,ukey
1516,1582,he/she is possessive of him/her,InfEventful,vnh-ih-a,,,,,,,ukey
1523,1589,he/she is late,FullEventful,g-ts,,ukonhiyo,akikonhiyo,ukonhiyo,ukonhiyo,tsakonhiyo,ukonhiyo
1523,1589,he/she is late,StativeNoImp,stative,,ukonhiyok,akikonhiyok,ukonhiyok,ukonhiyots,,
1523,1589,he/she is late,ImpInfEventful,g-ts,,,,,,tsakonhiyo,ukonhiyo
1523,1589,he/she is late,ImpInfEventful,sg-s-hst,,,,,,tsakonhiyoki,ukonhiyo
1523,1589,he/she is late,ImpInfEventful,sk-h[imp2],,,,,,tsakonhiyoki,ukonhiyo
1524,1590,it’s decaying,FullEventful,sg-s-hi-hihst,,uko,akiko,uko,uko,tsako,uko
1524,1590,it’s decaying,FullEventful,sg-s-hst[imp2],,uko,akiko,uko,uko,tsako,ukohi
1524,1590,it’s decaying,FullEventful,sg-s-hst,,uko,akiko,uko,uko,tsakohi,ukohi
1524,1590,it’s decaying,StativeNoImp,stative,,ukohsk,akikohsk,ukohsk,ukohs,,
1524,1590,it’s decaying,ImpInfEventful,sg-s-hi-hihst,,,,,,tsako,uko
1524,1590,it’s decaying,ImpInfEventful,sg-s-hst[imp2],,,,,,tsako,ukohi
1524,1590,it’s decaying,ImpInfEventful,sg-s-hst,,,,,,tsakohi,ukohi
1524,1590,it’s decaying,ImpInfEventful,sk-h[imp2],,,,,,tsakohi,ukohi
1524,1590,it’s decaying,ImpInfEventful,rev-i,,,,,,tsakoh,ukoh
1530,1596,he/she has an object (refers to a solid object),FullStative,stative-h,,u,aki,u,u,tsa,
1530,1596,he/she has an object (refers to a solid object),FullStative,stative,,uh,akih,uh,uh,tsah,
1531,1597,he/she is yawning,FullEventful,apl-active,,uhalhok,akhalhok,uhalhok,uhalhok,tsahalhok,uhalhok
1531,1597,he/she is yawning,FullEventful,apl-active-a,,uhalhok,akhalhok,uhalhok,uhalhok,tsahalhokvl,uhalhoke
1531,1597,he/she is yawning,StativeNoImp,stative,,uhalhokeh,akhalhokeh,uhalhokehsk,uhalhokeh,,
1531,1597,he/she is yawning,ImpInfEventful,apl-active,,,,,,tsahalhok,uhalhok
1531,1597,he/she is yawning,ImpInfEventful,apl-active-a,,,,,,tsahalhokvl,uhalhoke
1531,1597,he/she is yawning,ImpInfEventful,apl[imp4],,,,,,tsahalhok,uhalhok
1531,1597,he/she is yawning,ImpInfEventful,ih-vh,,,,,,tsahalhokvl,uhalhoke
1531,1597,he/she is yawning,ImpInfEventful,vnh-ih-a,,,,,,tsahalhokvl,uhalhoke
1534,1600,he/she is having trouble breathing,FullEventful,cause,,uhawohst,akihawohst,uhawohst,uhawohst,tsahawohst,uhawohst
1534,1600,he/she is having trouble breathing,FullEventful,cause[perf3],,uhawohst,akihawohst,uhawohst,uhawohsth,tsahawohst,uhawohst
1534,1600,he/she is having trouble breathing,FullEventful,cause[pres2],,uhawohstih,akihawohstih,uhawohst,uhawohst,tsahawohst,uhawohst
1534,1600,he/she is having trouble breathing,FullEventful,cause[pres2-perf3],,uhawohstih,akihawohstih,uhawohst,uhawohsth,tsahawohst,uhawohst
1534,1600,he/she is having trouble breathing,StativeNoImp,stative,,uhawohstih,akihawohstih,uhawohstihsk,uhawohsthan,,
1534,1600,he/she is having trouble breathing,ImpInfEventful,apl-active-a,,,,,,tsahawohst,uhawohsto
1534,1600,he/she is having trouble breathing,ImpInfEventful,cause,,,,,,tsahawohst,uhawohst
1534,1600,he/she is having trouble breathing,ImpInfEventful,ih-vh,,,,,,tsahawohst,uhawohsto
1534,1600,he/she is having trouble breathing,ImpInfEventful,vnh-ih-a,,,,,,tsahawohst,uhawohsto
1535,1601,there is dew,FullStative,stative-h,,uhihsat,akihihsat,uhihsat,uhihsat,tsahihsat,
1535,1601,there is dew,FullStative,stative,,uhihsath,akihihsath,uhihsath,uhihsath,tsahihsath,
1536,1602,he/she is lonesome,FullEventful,apl,,uhihsohtan,akihihsohtan,uhihsohtan,uhihsohtan,tsahihsohta,uhihsohtan
1536,1602,he/she is lonesome,FullEventful,apl[imp2],,uhihsohtan,akihihsohtan,uhihsohtan,uhihsohtan,tsahihsohta,uhihsohtan
1536,1602,he/she is lonesome,StativeNoImp,stative,,uhihsohtaneh,akihihsohtaneh,uhihsohtaneh,uhihsohtanel,,
1536,1602,he/she is lonesome,ImpInfEventful,apl,,,,,,tsahihsohta,uhihsohtan
1536,1602,he/she is lonesome,ImpInfEventful,apl[imp2],,,,,,tsahihsohta,uhihsohtan
1537,1603,it’s lonesome,FullStative,stative,,uhihsoht,,uhihsoht,uhihsoht,,
1544,1610,he/she is becoming angry,FullEventful,g-ts,,unhalv,akhinalv,unhalv,unhalv,tshanalv,unhalv'i
1544,1610,he/she is becoming angry,FullEventful,g-ts[inf2],,unhalv,akhinalv,unhalv,unhalv,tshanalv,unhalv
1544,1610,he/she is becoming angry,StativeNoImp,stative,,unhalvk,akhinalvk,unhalvk,unhalvts,,
1544,1610,he/she is becoming angry,ImpInfEventful,g-ts,,,,,,tshanalv,unhalv'i
1544,1610,he/she is becoming angry,ImpInfEventful,g-ts[inf2],,,,,,tshanalv,unhalv
1544,1610,he/she is becoming angry,ImpInfEventful,sg-s-hst,,,,,,tshanalvki,unhalv'i
1544,1610,he/she is becoming angry,ImpInfEventful,sk-h[imp2],,,,,,tshanalvki,unhalv'i
1544,1610,he/she is becoming angry,ImpInfEventful,rev-i,,,,,,tshanalvk,unhalv'
1545,1611,he/she is angry,FullStative,stative-s,,unhalv,akhinalv,unhalv,unhalv,tshanalv,
1545,1611,he/she is angry,FullStative,stative,,unhalvh,akhinalvh,unhalvhs,unhalvhs,tshanalvhs,
1548,1614,he/she is stubbing his/her toe,FullEventful,o,,unhahskwal,akhinahskwal,unhahskwal,unhahskwal,tshanahskwal,unhahskwal
1548,1614,he/she is stubbing his/her toe,StativeNoImp,stative,,unhahskwalo',akhinahskwalo',unhahskwalohsk,unhahskwalo',,
1548,1614,he/she is stubbing his/her toe,ImpInfEventful,sg-s-hst,,,,,,tshanahskwalotsa,unhahskwalo
1548,1614,he/she is stubbing his/her toe,ImpInfEventful,sk-h,,,,,,tshanahskwalots,unhahskwalo
1548,1614,he/she is stubbing his/her toe,ImpInfEventful,sk-h[imp2],,,,,,tshanahskwalotsa,unhahskwalo
1548,1614,he/she is stubbing his/her toe,ImpInfEventful,o,,,,,,tshanahskwal,unhahskwal
1551,1617,he/she has a chill,FullEventful,cause,,unhawahst,akhinawahst,unhawahst,unhawahst,tshanawahst,unhawahst
1551,1617,he/she has a chill,FullEventful,cause[perf3],,unhawahst,akhinawahst,unhawahst,unhawahsth,tshanawahst,unhawahst
1551,1617,he/she has a chill,FullEventful,cause[pres2],,unhawahstih,akhinawahstih,unhawahst,unhawahst,tshanawahst,unhawahst
1551,1617,he/she has a chill,FullEventful,cause[pres2-perf3],,unhawahstih,akhinawahstih,unhawahst,unhawahsth,tshanawahst,unhawahst
1551,1617,he/she has a chill,StativeNoImp,stative,,unhawahstih,akhinawahstih,unhawahstihsk,unhawahsthan,,
1551,1617,he/she has a chill,ImpInfEventful,apl-active-a,,,,,,tshanawahst,unhawahsto
1551,1617,he/she has a chill,ImpInfEventful,cause,,,,,,tshanawahst,unhawahst
1551,1617,he/she has a chill,ImpInfEventful,ih-vh,,,,,,tshanawahst,unhawahsto
1551,1617,he/she has a chill,ImpInfEventful,vnh-ih-a,,,,,,tshanawahst,unhawahsto
1554,1620,he/she is in bed,FullStative,stative-h,,unhi,akwanhi,unhi,unhi,tsanhi,
1554,1620,he/she is in bed,FullStative,stative,,unhih,akwanhih,unhih,unhih,tsanhih,
1557,1623,he/she is wearing a shirt,FullStative,stative,,unhuw,akwanhuw,unhuw,unhuw,tsanhuw,
1561,1627,he/she is buying it,FullEventful,sg-s-hi-hihst,,uwha,akhiwa,uwha,uwha,tshawa,uwha
1561,1627,he/she is buying it,FullEventful,sg-s-hst[imp2],,uwha,akhiwa,uwha,uwha,tshawa,uwhahi
1561,1627,he/she is buying it,FullEventful,sg-s-hst,,uwha,akhiwa,uwha,uwha,tshawahi,uwhahi
1561,1627,he/she is buying it,StativeNoImp,stative,,uwhahsk,akhiwahsk,uwhahsk,uwhahs,,
1561,1627,he/she is buying it,ImpInfEventful,sg-s-hi-hihst,,,,,,tshawa,uwha
1561,1627,he/she is buying it,ImpInfEventful,sg-s-hst[imp2],,,,,,tshawa,uwhahi
1561,1627,he/she is buying it,ImpInfEventful,sg-s-hst,,,,,,tshawahi,uwhahi
1561,1627,he/she is buying it,ImpInfEventful,sk-h[imp2],,,,,,tshawahi,uwhahi
1561,1627,he/she is buying it,ImpInfEventful,rev-i,,,,,,tshawah,uwhah
1563,1629,he/she is looking for it,FullEventful,oh-al,,uy,akiy,uy,uy,tsay,uy
1563,1629,he/she is looking for it,StativeNoImp,stative,,uyhoh,akiyhoh,uyhoh,uyhal,,
1563,1629,he/she is looking for it,ImpInfEventful,sg-s-a[inf2],,,,,,tsayhk,uy
1563,1629,he/she is looking for it,ImpInfEventful,sk-h,,,,,,tsayhk,uy
1563,1629,he/she is looking for it,ImpInfEventful,sk-h[imp2],,,,,,tsayhka,uy
1563,1629,he/she is looking for it,ImpInfEventful,hih-hil,,,,,,tsay,uy
1563,1629,he/she is looking for it,ImpInfEventful,oh-al,,,,,,tsay,uy
1564,1630,he/she is afloat,StativeNoImp,stative-s,,uyholu,akhiyolu,uyholu,uyholu,,
1564,1630,he/she is afloat,StativeNoImp,stative,,uyholuh,akhiyoluh,uyholuhs,uyholuhs,,
1564,1630,he/she is afloat,ImpInfEventful,hvsk-nh,,,,,,hiyholu,uyholu
1564,1630,he/she is afloat,ImpInfEventful,hvsk-nh[inf2],,,,,,hiyholu,uyholu
1564,1630,he/she is afloat,ImpInfEventful,apl-active-a,,,,,,hiyholuhvk,uyholu
1564,1630,he/she is afloat,ImpInfEventful,ih-vh,,,,,,hiyholuhvk,uyholu
1564,1630,he/she is afloat,ImpInfEventful,vnh-ih-a,,,,,,hiyholuhvk,uyholu
1569,1635,it is cold (refers to weather),FullStative,stative,,uyhvtl,,uyhvtl,uyhvtl,,
1570,1636,he/she has a cold,FullEventful,ih-vh,,uyhvtla uniy,uyhvtla aki'niy,uyhvtla uniy,uyhvtla uniy,uyhvtla witsa'niy,uyhvtla uniy
1570,1636,he/she has a cold,StativeNoImp,stative,,uyhvtla uniyih,uyhvtla aki'niyih,uyhvtla uniyihsk,uyhvtla uniyvh,,
1570,1636,he/she has a cold,ImpInfEventful,apl-active-a,,,,,,uyhvtla witsa'niy,uyhvtla uniy
1570,1636,he/she has a cold,ImpInfEventful,ih-vh,,,,,,uyhvtla witsa'niy,uyhvtla uniy
1570,1636,he/she has a cold,ImpInfEventful,vnh-ih-a,,,,,,uyhvtla witsa'niy,uyhvtla uniy
1571,1637,he/she is choking on it,StativeNoImp,stative,,uyhvhtsinvthk,akhiyvhtsinvthk,uyhvhtsinvthk,uyhvhtsinvts,,
1572,1638,he/she is getting drunk,FullEventful,e-aka,,uyhvhst,akhiyvhst,uyhvhst,uyhvhst,tshayvhst,uyhvhst
1572,1638,he/she is getting drunk,StativeNoImp,stative,,uyhvhste',akhiyvhste',uyhvhstehsk,uyhvhsta',,
1572,1638,he/she is getting drunk,ImpInfEventful,sg-s-hst,,,,,,tshayvhstaka,uyhvhste
1572,1638,he/she is getting drunk,ImpInfEventful,sk-h,,,,,,tshayvhstak,uyhvhste
1572,1638,he/she is getting drunk,ImpInfEventful,sk-h[imp2],,,,,,tshayvhstaka,uyhvhste
1572,1638,he/she is getting drunk,ImpInfEventful,e-aka,,,,,,tshayvhst,uyhvhst
1572,1638,he/she is getting drunk,ImpInfEventful,hih-lh,,,,,,tshayvhsta,uyhvhste
1572,1638,he/she is getting drunk,ImpInfEventful,oh-al,,,,,,tshayvhsta,uyhvhste
1572,1638,he/she is getting drunk,ImpInfEventful,oh-al[imp2],,,,,,tshayvhst,uyhvhste
1576,1642,he/she is inside it,FullStative,stative-a',,uts,akwats,uts,uts,tsats,
1576,1642,he/she is inside it,FullStative,stative,,utsa',akwatsa',utsa',utsa',tsatsa',
1580,1646,he/she is grinning,StativeNoImp,stative,,utsetst,akwatsetst,utsetst,utsetst,,
1580,1646,he/she is grinning,ImpInfEventful,apl-active-a,,,,,,hatsetst,utsetsto
1580,1646,he/she is grinning,ImpInfEventful,cause,,,,,,hatsetst,utsetst
1580,1646,he/she is grinning,ImpInfEventful,ih-vh,,,,,,hatsetst,utsetsto
1580,1646,he/she is grinning,ImpInfEventful,vnh-ih-a,,,,,,hatsetst,utsetsto
1585,1651,it’s rattling,StativeNoImp,stative-h,,utsonat,akwatsonat,utsonat,utsonat,,
1585,1651,it’s rattling,StativeNoImp,stative,,utsonath,akwatsonath,utsonath,utsonath,,
1585,1651,it’s rattling,ImpInfEventful,hvsk-han,,,,,,hatsonat,utsonat
1585,1651,it’s rattling,ImpInfEventful,apl-active-a,,,,,,hatsonathvk,utsonat
1585,1651,it’s rattling,ImpInfEventful,ih-vh,,,,,,hatsonathvk,utsonat
1585,1651,it’s rattling,ImpInfEventful,vnh-ih-a,,,,,,hatsonathvk,utsonat
1592,1658,it’s sticking out,FullStative,stative-h,,ukhsat,akwakhsat,ukhsat,ukhsat,tsakhsat,
1592,1658,it’s sticking out,FullStative,stative,,ukhsath,akwakhsath,ukhsath,ukhsath,tsakhsath,
1592,1658,it’s sticking out,InfEventful,hvsk-han,,,,,,,ukhsat
1592,1658,it’s sticking out,InfEventful,hvsk-nh[inf2],,,,,,,ukhsat
1592,1658,it’s sticking out,InfEventful,episodic,,,,,,,ukhsat
1592,1658,it’s sticking out,InfEventful,apl-active-a,,,,,,,ukhsat
1592,1658,it’s sticking out,InfEventful,ih-vh,,,,,,,ukhsat
1592,1658,it’s sticking out,InfEventful,vnh-ih-a,,,,,,,ukhsat
1593,1659,he/she is watching him/her,FullStative,stative,,ukhsehst,tsiyakahsehst,ukhsehst,ukhsehst,hiyakahsehst,
1593,1659,he/she is watching him/her,InfEventful,hvsk-nh,,,,,,,ukhsehsto
1593,1659,he/she is watching him/her,InfEventful,hvsk-nh[inf2],,,,,,,ukhsehsto
1593,1659,he/she is watching him/her,InfEventful,hvsk-nh[inf4],,,,,,,ukhsehst
1593,1659,he/she is watching him/her,InfEventful,episodic,,,,,,,ukhsehsto
1593,1659,he/she is watching him/her,InfEventful,apl-active-a,,,,,,,ukhsehsto
1593,1659,he/she is watching him/her,InfEventful,cause,,,,,,,ukhsehst
1593,1659,he/she is watching him/her,InfEventful,ih-vh,,,,,,,ukhsehsto
1593,1659,he/she is watching him/her,InfEventful,vnh-ih-a,,,,,,,ukhsehsto
1597,1663,it’s foggy,FullStative,stative,,ukhvhat,akikhvhat,ukhvhat,ukhvhat,tsakhvhat,
1599,1665,he/she is not having luck at hunting,FullEventful,go,,ukwhol,akikwhol,ukwhol,ukwhol,tsakwhol,ukwhol
1599,1665,he/she is not having luck at hunting,FullEventful,go[pres2],,ukwholek,akikwholek,ukwhol,ukwhol,tsakwhol,ukwhol
1599,1665,he/she is not having luck at hunting,StativeNoImp,stative,,ukwholek,akikwholek,ukwholek,ukwholvhs,,
1599,1665,he/she is not having luck at hunting,ImpInfEventful,sg-s-hst,,,,,,tsakwholuka,ukwholv
1599,1665,he/she is not having luck at hunting,ImpInfEventful,sk-h,,,,,,tsakwholuk,ukwholv
1599,1665,he/she is not having luck at hunting,ImpInfEventful,sk-h[imp2],,,,,,tsakwholuka,ukwholv
1599,1665,he/she is not having luck at hunting,ImpInfEventful,go,,,,,,tsakwhol,ukwhol
1599,1665,he/she is not having luck at hunting,ImpInfEventful,hih-lh,,,,,,tsakwholu,ukwholv
1599,1665,he/she is not having luck at hunting,ImpInfEventful,oh-al,,,,,,tsakwholu,ukwholv
1602,1668,he/she is losing his/her way,FullEventful,hih-lh,,ulena,akwalena,ulena,ulena,tsalena,ulena
1602,1668,he/she is losing his/her way,StativeNoImp,stative-h,,ulenahi,akwalenahi,ulenahi,ulenal,,
1602,1668,he/she is losing his/her way,StativeNoImp,stative,,ulenahih,akwalenahih,ulenahih,ulenalh,,
1602,1668,he/she is losing his/her way,ImpInfEventful,a,,,,,,tsalenak,ulen
1602,1668,he/she is losing his/her way,ImpInfEventful,sg-s-hst,,,,,,tsalenaka,ulena
1602,1668,he/she is losing his/her way,ImpInfEventful,sk-h,,,,,,tsalenak,ulena
1602,1668,he/she is losing his/her way,ImpInfEventful,sk-h[imp2],,,,,,tsalenaka,ulena
1602,1668,he/she is losing his/her way,ImpInfEventful,hih-lh,,,,,,tsalena,ulena
1602,1668,he/she is losing his/her way,ImpInfEventful,be-at,,,,,,tsalenak,ulen
1602,1668,he/she is losing his/her way,ImpInfEventful,oh-al,,,,,,tsalena,ulena
1602,1668,he/she is losing his/her way,ImpInfEventful,oh-al[imp2],,,,,,tsalen,ulena
1602,1668,he/she is losing his/her way,ImpInfEventful,oh-ol[inf3],,,,,,tsalen,ulen
1604,1670,he/she is making a mistake,FullEventful,cause,,ulitahst,akilitahst,ulitahst,ulitahst,tsalitahst,ulitahst
1604,1670,he/she is making a mistake,FullEventful,cause[perf3],,ulitahst,akilitahst,ulitahst,ulitahsth,tsalitahst,ulitahst
1604,1670,he/she is making a mistake,FullEventful,cause[pres2],,ulitahstih,akilitahstih,ulitahst,ulitahst,tsalitahst,ulitahst
1604,1670,he/she is making a mistake,FullEventful,cause[pres2-perf3],,ulitahstih,akilitahstih,ulitahst,ulitahsth,tsalitahst,ulitahst
1604,1670,he/she is making a mistake,StativeNoImp,stative,,ulitahstih,akilitahstih,ulitahstihsk,ulitahsthan,,
1604,1670,he/she is making a mistake,ImpInfEventful,apl-active-a,,,,,,tsalitahst,ulitahsto
1604,1670,he/she is making a mistake,ImpInfEventful,cause,,,,,,tsalitahst,ulitahst
1604,1670,he/she is making a mistake,ImpInfEventful,ih-vh,,,,,,tsalitahst,ulitahsto
1604,1670,he/she is making a mistake,ImpInfEventful,vnh-ih-a,,,,,,tsalitahst,ulitahsto
1612,1678,he/she is whining,FullEventful,cause,,uliyet,akiliyet,uliyet,uliyet,tsaliyet,uliyet
1612,1678,he/she is whining,FullEventful,cause[perf3],,uliyet,akiliyet,uliyet,uliyeth,tsaliyet,uliyet
1612,1678,he/she is whining,FullEventful,cause[pres2],,uliyetih,akiliyetih,uliyet,uliyet,tsaliyet,uliyet
1612,1678,he/she is whining,FullEventful,cause[pres2-perf3],,uliyetih,akiliyetih,uliyet,uliyeth,tsaliyet,uliyet
1612,1678,he/she is whining,StativeNoImp,stative,,uliyetih,akiliyetih,uliyetihsk,uliyethan,,
1612,1678,he/she is whining,ImpInfEventful,apl-active-a,,,,,,tsaliyet,uliyeto
1612,1678,he/she is whining,ImpInfEventful,cause,,,,,,tsaliyet,uliyet
1612,1678,he/she is whining,ImpInfEventful,ih-vh,,,,,,tsaliyet,uliyeto
1612,1678,he/she is whining,ImpInfEventful,vnh-ih-a,,,,,,tsaliyet,uliyeto
1613,1679,he/she is wearing a ring,FullStative,stative-k,,uliyehsuhsth,akwaliyehsuhsth,uliyehsuhsth,uliyehsuhsth,tsaliyehsuhsth,
1613,1679,he/she is wearing a ring,FullStative,stative,,uliyehsuhsthk,akwaliyehsuhsthk,uliyehsuhsthk,uliyehsuhsthk,tsaliyehsuhsthk,
1614,1680,it’s cloudy,FullStative,stative,,ulokil,,ulokil,ulokil,,
1616,1682,it’s happening to him,FullEventful,apl,,ulhstanh,akwalhstanh,ulhstanh,ulhstanh,tsalhsta,ulhstanh
1616,1682,it’s happening to him,FullEventful,apl[imp2],,ulhstanh,akwalhstanh,ulhstanh,ulhstanh,tsalhsta,ulhstanh
1616,1682,it’s happening to him,StativeNoImp,stative,,ulhstanheh,akwalhstanheh,ulhstanheh,ulhstanhel,,
1616,1682,it’s happening to him,ImpInfEventful,apl,,,,,,tsalhsta,ulhstanh
1616,1682,it’s happening to him,ImpInfEventful,apl[imp2],,,,,,tsalhsta,ulhstanh
1618,1684,he/she is wearing a cap,FullStative,stative,,ulhstul,akwalhstul,ulhstul,ulhstul,tsalhstul,
1621,1687,he/she is sticking his/her head out,FullStative,stative,,ulhskwalut,akwalhskwalut,ulhskwalut,ulhskwalut,tsalhskwalut,
1622,1688,he/she is wearing a hat,FullStative,stative-k,,ulhskwethuh,akwalhskwethuh,ulhskwethuh,ulhskwethuh,tsalhskwethuh,
1622,1688,he/she is wearing a hat,FullStative,stative,,ulhskwethuhk,akwalhskwethuhk,ulhskwethuhk,ulhskwethuhk,tsalhskwethuhk,
1623,1689,it’s dark,FullStative,stative-k,,ulhsih,,ulhsih,ulhsih,tsalhsih,
1623,1689,it’s dark,FullStative,stative,,ulhsihk,,ulhsihk,ulhsihk,tsalhsihk,
1627,1693,he/she likes him/her,StativeNoImp,stative,,ulvkwht,tsilvkwot,ulvkwht,ulvkwht,,
1627,1693,he/she likes him/her,ImpInfEventful,apl-active-a,,,,,,hilvkwot,ulvkwhto
1627,1693,he/she likes him/her,ImpInfEventful,cause,,,,,,hilvkwot,ulvkwht
1627,1693,he/she likes him/her,ImpInfEventful,ih-vh,,,,,,hilvkwot,ulvkwhto
1627,1693,he/she likes him/her,ImpInfEventful,vnh-ih-a,,,,,,hilvkwot,ulvkwhto
1629,1695,he/she has an object (refers to a flexible object),FullStative,stative-a',,un,akin,un,un,tsan,
1629,1695,he/she has an object (refers to a flexible object),FullStative,stative,,una',akina',una',una',tsana',
1632,1698,they are together,FullStative,stative-s,,unaliko,okaliko,unaliko,unaliko,itsaliko,
1632,1698,they are together,FullStative,stative,,unalikoh,okalikoh,unalikohs,unalikohs,itsalikohs,
1639,1705,he/she is being mean,FullStative,stative,,unekuts,akinekuts,unekuts,unekuts,tsanekuts,
1642,1708,he/she has a liquid,FullStative,stative-h,,une,akine,une,une,tsane,
1642,1708,he/she has a liquid,FullStative,stative-eh,,un,akin,un,un,tsan,
1642,1708,he/she has a liquid,FullStative,stative,,uneh,akineh,uneh,uneh,tsaneh,
1642,1708,he/she has a liquid,InfEventful,hvsk-nh,,,,,,,une
1642,1708,he/she has a liquid,InfEventful,hvsk-nh[inf2],,,,,,,une
1642,1708,he/she has a liquid,InfEventful,episodic,,,,,,,une
1642,1708,he/she has a liquid,InfEventful,apl-active,,,,,,,un
1642,1708,he/she has a liquid,InfEventful,apl-active-a,,,,,,,une
1642,1708,he/she has a liquid,InfEventful,apl,,,,,,,un
1642,1708,he/she has a liquid,InfEventful,ih-vh,,,,,,,une
1642,1708,he/she has a liquid,InfEventful,vnh-ih-a,,,,,,,une
1646,1712,he/she knows it,FullStative,stative-h,,unht,akwanht,unht,unht,tsanht,
1646,1712,he/she knows it,FullStative,stative,,unhth,akwanhth,unhth,unhth,tsanhth,
1649,1715,it is making a sound,StativeNoImp,stative,,unoyhvhk,akinoyhvhk,unoyhvhk,unoyhvlhs,,
1649,1715,it is making a sound,ImpInfEventful,sg-s-a,,,,,,tsanoyhvl,unoyhvl
1649,1715,it is making a sound,ImpInfEventful,sg-s-la,,,,,,tsanoyhv,unoyhvlhi
1649,1715,it is making a sound,ImpInfEventful,sg-s-hst,,,,,,tsanoyhvla,unoyhvlhi
1649,1715,it is making a sound,ImpInfEventful,sk-h,,,,,,tsanoyhvl,unoyhvlhi
1649,1715,it is making a sound,ImpInfEventful,sk-h[imp2],,,,,,tsanoyhvla,unoyhvlhi
1649,1715,it is making a sound,ImpInfEventful,i-a-i,,,,,,tsanoyhvl,unoyhvlh
1664,1730,he/she is receiving punishment,FullEventful,i-a-i,,uhstvt,akhstvt,uhstvt,uhstvt,tstvt,uhstvt
1664,1730,he/she is receiving punishment,StativeNoImp,stative,,uhstvti',akhstvti',uhstvtihsk,uhstvt,,
1664,1730,he/she is receiving punishment,ImpInfEventful,sg-s-hst,,,,,,tstvta,uhstvti
1664,1730,he/she is receiving punishment,ImpInfEventful,sk-h,,,,,,tstvt,uhstvti
1664,1730,he/she is receiving punishment,ImpInfEventful,sk-h[imp2],,,,,,tstvta,uhstvti
1664,1730,he/she is receiving punishment,ImpInfEventful,i-a-i,,,,,,tstvt,uhstvt
