corpus_id,entry_no,definition,prediction,class,post_root_morpheme,present,present_1sg,imperfective,perfective,imperative,infinitive
543,553,he/she is dodging,FullEventful,cause[pres2],,tatanvtihstih,tekatanvtihstih,tatanvtihst,tutanvtihst,thatanvtihst,tsutanvtihst
543,553,he/she is dodging,FullEventful,cause[pres2-perf3],,tatanvtihstih,tekatanvtihstih,tatanvtihst,tutanvtihsth,thatanvtihst,tsutanvtihst
544,554,he/she is performing baptism,FullEventful,o,,tataw,tekataw,tataw,tutaw,thataw,tsutaw
545,555,he/she is giving up,FullEventful,sg-s-hi-hihst,,tatayo,tekatayo,tatayo,tutayo,thatayo,tsutayo
545,555,he/she is giving up,FullEventful,sg-s-hst[imp2],,tatayo,tekatayo,tatayo,tutayo,thatayo,tsutayohi
545,555,he/she is giving up,FullEventful,sg-s-hst,,tatayo,tekatayo,tatayo,tutayo,thatayohi,tsutayohi
546,556,he/she is teaching,FullEventful,hvsk-nh,,tateyho,tekateyo,tateyho,tuteyo,thateyho,tsuteyho
546,556,he/she is teaching,FullEventful,hvsk-nh[inf2],,tateyho,tekateyo,tateyho,tuteyo,thateyho,tsuteyho
546,556,he/she is teaching,FullEventful,hvsk-nh[inf4],,tateyho,tekateyo,tateyho,tuteyo,thateyho,tsuteyh
547,557,he/she is weeping,FullEventful,hih-hil,,tatloy,tekatloy,tatloy,tutloy,thatloy,tsutloy
548,558,he/she is being married,FullEventful,cause,,takatshvhst,tvkwatshvhst,takatshvhst,takatshvhst,witetsatshvhst,tsakatshvhst
548,558,he/she is being married,FullEventful,cause[perf3],,takatshvhst,tvkwatshvhst,takatshvhst,takatshvhsth,witetsatshvhst,tsakatshvhst
548,558,he/she is being married,FullEventful,cause[pres2],,takatshvhstih,tvkwatshvhstih,takatshvhst,takatshvhst,witetsatshvhst,tsakatshvhst
548,558,he/she is being married,FullEventful,cause[pres2-perf3],,takatshvhstih,tvkwatshvhstih,takatshvhst,takatshvhsth,witetsatshvhst,tsakatshvhst
550,560,he/she is setting a price,FullEventful,cause,,takvwalht,tetsikvwalot,takvwalht,tukvwalht,thikvwalht,tsukvwalht
550,560,he/she is setting a price,FullEventful,cause[perf3],,takvwalht,tetsikvwalot,takvwalht,tukvwalhth,thikvwalht,tsukvwalht
550,560,he/she is setting a price,FullEventful,cause[pres2],,takvwalhtih,tetsikvwalotih,takvwalht,tukvwalht,thikvwalht,tsukvwalht
550,560,he/she is setting a price,FullEventful,cause[pres2-perf3],,takvwalhtih,tetsikvwalotih,takvwalht,tukvwalhth,thikvwalht,tsukvwalht
552,562,he/she is rocking,FullEventful,apl-active,,talhihk,tekalihk,talhihk,tulhihk,thalhihk,tsulhihk
552,562,he/she is rocking,FullEventful,apl-active-a,,talhihk,tekalihk,talhihk,tulhihk,thalhihkvl,tsulhihke
553,563,he/she is drawing a picture of him/her,FullEventful,cause,,talhilohst,tetsiyatlilohst,talhilohst,tulhilohst,thiyatlilohst,tsulhilohst
553,563,he/she is drawing a picture of him/her,FullEventful,cause[perf3],,talhilohst,tetsiyatlilohst,talhilohst,tulhilohsth,thiyatlilohst,tsulhilohst
553,563,he/she is drawing a picture of him/her,FullEventful,cause[pres2],,talhilohstih,tetsiyatlilohstih,talhilohst,tulhilohst,thiyatlilohst,tsulhilohst
553,563,he/she is drawing a picture of him/her,FullEventful,cause[pres2-perf3],,talhilohstih,tetsiyatlilohstih,talhilohst,tulhilohsth,thiyatlilohst,tsulhilohst
554,564,he/she is conversing,FullEventful,apl-active-h,,talhino,tekalino,talhino,tulhino,thalhino,tsulhino
555,565,he/she is jumping,FullEventful,go-in,,talhthat,tekalithat,talhthat,tulhthat,thalhthat,tsulhthat
557,567,he/she is changing clothes,FullEventful,v-vhs,,tanhawa'iy,tekaniwa'iy,tanhawa'iy,tunhawa'iy,thanhawa'iy,tsunhawa'iy
558,568,he/she is undressing,FullEventful,rev-e,,tanhaw,tekaniw,tanhaw,tunhaw,thanhaw,tsunhaw
559,569,he/she is putting on clothes,FullEventful,o,,tanhaw,tekaniw,tanhaw,tunhaw,thanhaw,tsunhaw
561,571,he/she is putting fuel into a fire (refers to solid fuel),FullEventful,hvsk-han,,tahvt,tetsi'vt,tahvt,tuhvt,thihvt,tsuhvt
562,572,he/she is tickling him/her,FullEventful,i-a-i,,tayhvk,tetsiyvk,tayhvk,tuyhvk,thiyvk,tsuyhvk
564,574,he/she is squatting,FullEventful,husk,,tatsil,tekatsil,tatsil,tutsil,thatsil,tsukil
565,575,he/she is tying it,FullEventful,hih-lh,,takhane,tetsikane,takhane,tukhane,thikhane,tsukhane
566,576,he/she is untying it,FullEventful,ih-vh,,takhaneyh,tetsikaneyh,takhaneyh,tukhaneyh,thikhaneyh,tsukhaneyhv
566,576,he/she is untying it,FullEventful,ih-vh[inf2],,takhaneyh,tetsikaneyh,takhaneyh,tukhaneyh,thikhaneyh,tsukhaneyh
567,577,he/she is looking after him/her,FullEventful,be-at,,takhanowatit,tetsikanowatit,takhanowatit,tukhanowatit,thikanowatit,tsukhanowatit
568,578,he/she is becoming blind,FullEventful,g-ts,,takhewa,tetsi'kewa,takhewa,tukhewa,thikhewa,tsukhewa'i
568,578,he/she is becoming blind,FullEventful,g-ts[inf2],,takhewa,tetsi'kewa,takhewa,tukhewa,thikhewa,tsukhewa
571,581,he/she is making smoke,FullEventful,cause,,takhsvhst,tetsikahsvhst,takhsvhst,tukhsvhst,thikhsvhst,tsukhsvhst
571,581,he/she is making smoke,FullEventful,cause[perf3],,takhsvhst,tetsikahsvhst,takhsvhst,tukhsvhsth,thikhsvhst,tsukhsvhst
571,581,he/she is making smoke,FullEventful,cause[pres2],,takhsvhstih,tetsikahsvhstih,takhsvhst,tukhsvhst,thikhsvhst,tsukhsvhst
571,581,he/she is making smoke,FullEventful,cause[pres2-perf3],,takhsvhstih,tetsikahsvhstih,takhsvhst,tukhsvhsth,thikhsvhst,tsukhsvhst
572,582,he/she is blinking,FullEventful,sg-s-a[inf2],,takhthanaw,tekakathanaw,takhthanaw,tukhthanaw,thakhthanawh,tsukhthanaw
573,583,he/she is closing his eyes,FullEventful,cause,,takhthahst,tekakathahst,takhthahst,tukhthahst,thakhthahst,tsukhthahst
573,583,he/she is closing his eyes,FullEventful,cause[perf3],,takhthahst,tekakathahst,takhthahst,tukhthahsth,thakhthahst,tsukhthahst
573,583,he/she is closing his eyes,FullEventful,cause[pres2],,takhthahstih,tekakathahstih,takhthahst,tukhthahst,thakhthahst,tsukhthahst
573,583,he/she is closing his eyes,FullEventful,cause[pres2-perf3],,takhthahstih,tekakathahstih,takhthahst,tukhthahsth,thakhthahst,tsukhthahst
574,584,he/she is attacking him/her,FullEventful,go,,takhthil,tetsikathil,takhthil,tukhthil,thikathil,tsukhthil
574,584,he/she is attacking him/her,FullEventful,go[pres2],,takhthilek,tetsikathilek,takhthil,tukhthil,thikathil,tsukhthil
575,585,he/she is taking off his/her glasses,FullEventful,rev-e,,takhthinvt,tekakathinvt,takhthinvt,tukhthinvt,thakhthinvt,tsukhthinvt
576,586,he/she is putting on glasses,FullEventful,hvsk-han,,takhthinvt,tekakathinvt,takhthinvt,tukhthinvt,thakhthinvt,tsukhthinvt
577,587,he/she is shelling corn,FullEventful,ih-vh,,takhtlh,tetsikatlh,takhtlh,tukhtlh,thikhtlh,tsukhtlhv
577,587,he/she is shelling corn,FullEventful,ih-vh[inf2],,takhtlh,tetsikatlh,takhtlh,tukhtlh,thikhtlh,tsukhtlh
578,588,he/she is snoring,FullEventful,rev-gi,,takwhala,tetsikwhala,takwhala,tukwhala,thikwhala,tsukwhala
578,588,he/she is snoring,FullEventful,rev-i,,takwhalak,tetsikwhalak,takwhalak,tukwhalak,thikwhalak,tsukwhalak
579,589,he/she is sprinkling it (with a liquid‚ powder‚ salt‚ etc.),FullEventful,vsk-post-v,,takwhayo,tetsikwhayo,takwhayo,tukwhayo,thikwhayo,tsukwhako
582,592,he/she is putting on shoes,FullEventful,hvsk-han,,talahsul,tekalahsul,talahsul,tulahsul,thalahsul,tsulahsul
583,593,he/she is changing shoes,FullEventful,v-vhs,,talahsula'iy,tekalahsula'iy,talahsula'iy,tulahsula'iy,thalahsula'iy,tsulahsula'iy
584,594,he/she is taking off his/her shoes,FullEventful,rev-e,,talahsul,tekalahsul,talahsul,tulahsul,thalahsul,tsulahsul
585,595,he/she is helping him/her up,FullEventful,cause,,taleht,tetsiyalet,taleht,tuleht,thiyalet,tsuleht
585,595,he/she is helping him/her up,FullEventful,cause[perf3],,taleht,tetsiyalet,taleht,tulehth,thiyalet,tsuleht
585,595,he/she is helping him/her up,FullEventful,cause[pres2],,talehtih,tetsiyaletih,taleht,tuleht,thiyalet,tsuleht
585,595,he/she is helping him/her up,FullEventful,cause[pres2-perf3],,talehtih,tetsiyaletih,taleht,tulehth,thiyalet,tsuleht
586,596,he/she is recuperating,FullEventful,cause[perf2],,talehihs,tekale'ihs,talehihs,tulehihs,thalehihs,tsulehihs
586,596,he/she is recuperating,FullEventful,cause[pres2-perf2],,talehihsih,tekale'ihsih,talehihs,tulehihs,thalehihs,tsulehihs
587,597,he/she is getting up (from sitting or from involuntarily assumed prone position),FullEventful,hvsk-nh,,tale,tekale,tale,tule,thale,tsule
587,597,he/she is getting up (from sitting or from involuntarily assumed prone position),FullEventful,hvsk-nh[inf2],,tale,tekale,tale,tule,thale,tsule
589,599,he/she is taking off his/her gloves,FullEventful,rev-e,,taliyehsul,tekaliyehsul,taliyehsul,tuliyehsul,thaliyehsul,tsuliyehsul
590,600,he/she is putting on his/her gloves,FullEventful,i-vka,,taliyehsul,tekaliyehsul,taliyehsul,tuliyehsul,thaliyehsul,tsuliyehsul
591,601,he/she is taking off his/her socks,FullEventful,rev-gi,,taliyo,tekaliyo,taliyo,tuliyo,thaliyo,tsuliyo
591,601,he/she is taking off his/her socks,FullEventful,rev-i,,taliyok,tekaliyok,taliyok,tuliyok,thaliyok,tsuliyok
592,602,he/she is putting on his/her socks,FullEventful,hih-lh,,taliyo,tekaliyo,taliyo,tuliyo,thaliyo,tsuliyo
593,603,he/she is changing his/her socks,FullEventful,ih-vh[imperf2],,taliyohs,tekaliyohs,taliyohs,tuliyohs,thaliyohs,tsuliyohsv
593,603,he/she is changing his/her socks,FullEventful,ih-vh[imperf2-inf2],,taliyohs,tekaliyohs,taliyohs,tuliyohs,thaliyohs,tsuliyohs
594,604,he/she is aiming at him/her,FullEventful,cause,,talhsohst,tetsiyalihsohst,talhsohst,tulhsohst,thiyalihsohst,tsulhsohst
594,604,he/she is aiming at him/her,FullEventful,cause[perf3],,talhsohst,tetsiyalihsohst,talhsohst,tulhsohsth,thiyalihsohst,tsulhsohst
594,604,he/she is aiming at him/her,FullEventful,cause[pres2],,talhsohstih,tetsiyalihsohstih,talhsohst,tulhsohst,thiyalihsohst,tsulhsohst
594,604,he/she is aiming at him/her,FullEventful,cause[pres2-perf3],,talhsohstih,tetsiyalihsohstih,talhsohst,tulhsohsth,thiyalihsohst,tsulhsohst
596,606,they are having a trial,FullEventful,be-at,,tanatahi'lit,totsatahi'lit,tanatahi'lit,tunatahi'lit,titsatahi'lit,tsunatahi'lit
597,607,they are meeting,FullEventful,sg-s-hi-hihst,,tanatlo,totsatlo,tanatlo,tunatlo,titsatlo,tsunatlo
597,607,they are meeting,FullEventful,sg-s-hst[imp2],,tanatlo,totsatlo,tanatlo,tunatlo,titsatlo,tsunatlohi
597,607,they are meeting,FullEventful,sg-s-hst,,tanatlo,totsatlo,tanatlo,tunatlo,titsatlohi,tsunatlohi
598,608,they are separating,FullEventful,ih-vh,,tanakalen,tohstakalen,tanakalen,tunakalen,tihstakalen,tsunakalen
599,609,he/she is playing with him/her,FullEventful,cause,,tanelht,tetsiyanelht,tanelht,tunelht,thiyanelht,tsunelht
599,609,he/she is playing with him/her,FullEventful,cause[perf3],,tanelht,tetsiyanelht,tanelht,tunelhth,thiyanelht,tsunelht
599,609,he/she is playing with him/her,FullEventful,cause[pres2],,tanelhtih,tetsiyanelhtih,tanelht,tunelht,thiyanelht,tsunelht
599,609,he/she is playing with him/her,FullEventful,cause[pres2-perf3],,tanelhtih,tetsiyanelhtih,tanelht,tunelhth,thiyanelht,tsunelht
600,610,he/she is playing,FullEventful,hvsk-nh[inf2],,tanelo,tekanelo,tanelo,tunelo,thanelo,tsunel
601,611,they’re having church services,FullEventful,g-ts,,tanilawi,totsilawi,tanilawi,tunilawi,titsilawi,tsunilawi
603,613,they are adjourning,FullEventful,sg-s-hi-hihst,,taniyeli,totsiyeli,taniyeli,tuniyeli,titsiyeli,tsuniyeli
603,613,they are adjourning,FullEventful,sg-s-hst[imp2],,taniyeli,totsiyeli,taniyeli,tuniyeli,titsiyeli,tsuniyelihi
603,613,they are adjourning,FullEventful,sg-s-hst,,taniyeli,totsiyeli,taniyeli,tuniyeli,titsiyelihi,tsuniyelihi
604,614,he/she is shooting at him/her,FullEventful,hih-lh[imp2],,tahstayo,tetsihstayo,tahstayo,tuhstayo,thihstayo,tsuhstayo
605,615,he/she is splitting it,FullEventful,sk-h,,tahstlu,tetsihstlu,tahstlu,tuhstluy,thihstluy,tsuhstlu
605,615,he/she is splitting it,FullEventful,sk-h-yh,,tahstlu,tetsihstlu,tahstlu,tuhstlu,thihstlu,tsuhstlu
605,615,he/she is splitting it,FullEventful,sk-h[imp2],,tahstlu,tetsihstlu,tahstlu,tuhstluy,thihstluyha,tsuhstlu
606,616,he/she is sprinkling it (with liquid),FullEventful,i-a-i,,tahstutl,tetsihstutl,tahstutl,tuhstutl,thihstutl,tsuhstutl
607,617,he/she is counting it,FullEventful,hih-lh,,tahse,tekahse,tahse,tuhse,thahse,tsuhse
608,618,he/she is cursing him/her,FullEventful,i-a-i,,tahskinat,tetsihskinat,tahskinat,tuhskinat,thihskinat,tsuhskinat
609,619,he/she is clapping his/her hands,FullEventful,ih-il,,tahsihthvn,tekahsihthvn,tahsihthvn,tuhsihthvn,thahsihthvn,tsuhsihthvn
610,620,he/she is getting exhausted,FullEventful,sg-s-hi-hihst,,tahsthaye,tekahsthaye,tahsthaye,tuhsthaye,thahsthaye,tsuhsthaye
610,620,he/she is getting exhausted,FullEventful,sg-s-hst[imp2],,tahsthaye,tekahsthaye,tahsthaye,tuhsthaye,thahsthaye,tsuhsthayehi
610,620,he/she is getting exhausted,FullEventful,sg-s-hst,,tahsthaye,tekahsthaye,tahsthaye,tuhsthaye,thahsthayehi,tsuhsthayehi
611,621,it’s barking,FullEventful,sg-s-hst,,tahsuwhi,tekahsuwhi,tahsuwhi,tuhsuwhi,thahsuwha,tsuhsuwhi
611,621,it’s barking,FullEventful,i-a-ihsk,,tahsuwh,tekahsuwh,tahsuwh,tuhsuwh,thahsuwh,tsuhsuwh
612,622,he/she is scheduling a time,FullEventful,cause,,tahsvhst,tetsihsvhst,tahsvhst,tuhsvhst,thihsvhst,tsuhsvhst
612,622,he/she is scheduling a time,FullEventful,cause[perf3],,tahsvhst,tetsihsvhst,tahsvhst,tuhsvhsth,thihsvhst,tsuhsvhst
612,622,he/she is scheduling a time,FullEventful,cause[pres2],,tahsvhstih,tetsihsvhstih,tahsvhst,tuhsvhst,thihsvhst,tsuhsvhst
612,622,he/she is scheduling a time,FullEventful,cause[pres2-perf3],,tahsvhstih,tetsihsvhstih,tahsvhst,tuhsvhsth,thihsvhst,tsuhsvhst
613,623,he/she is ironing,FullEventful,sg-s-la,,tathe,tetsithe,tathe,tuthe,thithv,tsuthe
613,623,he/she is ironing,FullEventful,sg-s-hst,,tathe,tetsithe,tathe,tuthe,thithvla,tsuthe
618,628,he/she is releasing him/her,FullEventful,sg-s-hi-hihst,,tayo,tetsiyo,tayo,tuyo,thiyo,tsuyo
618,628,he/she is releasing him/her,FullEventful,sg-s-hst[imp2],,tayo,tetsiyo,tayo,tuyo,thiyo,tsuyohi
618,628,he/she is releasing him/her,FullEventful,sg-s-hst,,tayo,tetsiyo,tayo,tuyo,thiyohi,tsuyohi
620,631,he/she is slamming him/her,FullEventful,cause,,tekalvtvnihst,tetsilvtvnihst,tekalvtvnihst,tulvtvnihst,thilvtvnihst,tsulvtvnihst
620,631,he/she is slamming him/her,FullEventful,cause[perf3],,tekalvtvnihst,tetsilvtvnihst,tekalvtvnihst,tulvtvnihsth,thilvtvnihst,tsulvtvnihst
620,631,he/she is slamming him/her,FullEventful,cause[pres2],,tekalvtvnihstih,tetsilvtvnihstih,tekalvtvnihst,tulvtvnihst,thilvtvnihst,tsulvtvnihst
620,631,he/she is slamming him/her,FullEventful,cause[pres2-perf3],,tekalvtvnihstih,tetsilvtvnihstih,tekalvtvnihst,tulvtvnihsth,thilvtvnihst,tsulvtvnihst
621,632,he/she is crossing (refers to a road‚ bridge‚ etc.),FullEventful,sg-s-hi-hihst,,tekanatiw,tetsinatiw,tekanatiw,tunatiw,thinatiw,tsunatiw
622,633,he/she is advertising it,FullEventful,hvsk-han,,tekanotsal,tetsinotsal,tekanotsal,tunotsal,thinotsal,tsunotsal
623,634,he/she is crossing it (refers to a body of water),FullEventful,hg-hts,,tekahso,tetsihso,tekahso,tuwahso,thihso,tsuwahso
625,636,he/she is explaining it (refers to a Biblical text),FullEventful,cause[perf2],,tekohsihs,tekohsihs,tekohsihs,tuwohsihs,thohsihs,tsuwohsihs
625,636,he/she is explaining it (refers to a Biblical text),FullEventful,cause[pres2-perf2],,tekohsihsih,tekohsihsih,tekohsihs,tuwohsihs,thohsihs,tsuwohsihs
626,637,he/she is deciding,FullEventful,cause,,tekukht,tekukot,tekukht,tuwukht,thukht,tsuwukht
626,637,he/she is deciding,FullEventful,cause[perf3],,tekukht,tekukot,tekukht,tuwukhth,thukht,tsuwukht
626,637,he/she is deciding,FullEventful,cause[pres2],,tekukhtih,tekukotih,tekukht,tuwukht,thukht,tsuwukht
626,637,he/she is deciding,FullEventful,cause[pres2-perf3],,tekukhtih,tekukotih,tekukht,tuwukhth,thukht,tsuwukht
627,638,he/she is washing (refers to dishes),FullEventful,e-a,,tekvtiy,tekvtiy,tekvtiy,tuwatiy,thvtiy,tsuwatiy
628,639,he/she is shelling (refers to peas‚ nut meats‚ etc),FullEventful,rev-i,,tekvthoh,tekvthoh,tekvthoh,tuwvthoh,thvthoh,tsuwvthoh
630,641,he/she is turning him/her over,FullEventful,go-in,,tekhalihkwat,tetsilihkwat,tekhalihkwat,tulhihkwat,thilihkwat,tsulhihkwat
631,642,he/she is singing,FullEventful,rev-gi,,tekhano,tetsino,tekhano,tunho,thinho,tsunho
631,642,he/she is singing,FullEventful,rev-i,,tekhanok,tetsinok,tekhanok,tunhok,thinhok,tsunhok
632,643,he/she is clawing him/her,FullEventful,sg-s-la,,tekhanuko,tetsinuko,tekhanuko,tunhuko,thinuko,tsunhuko
632,643,he/she is clawing him/her,FullEventful,sg-s-hst,,tekhanuko,tetsinuko,tekhanuko,tunhuko,thinukola,tsunhuko
634,645,he/she is washing (refers to flexible objects including clothes),FullEventful,o,,tekhkil,tekvkil,tekhkil,tuhkil,thvhkil,tsuhkil
722,740,he/she is confronted with it,FullEventful,sg-s-hi-hihst,,tutlo,takwatlo,tutlo,tutlo,titsatlo,tsutlo
722,740,he/she is confronted with it,FullEventful,sg-s-hst[imp2],,tutlo,takwatlo,tutlo,tutlo,titsatlo,tsutlohi
722,740,he/she is confronted with it,FullEventful,sg-s-hst,,tutlo,takwatlo,tutlo,tutlo,titsatlohi,tsutlohi
723,741,he/she is called,FullStative,stative,,tuto',takwato',tuto',tuto',tetsato',
723,741,he/she is called,InfEventful,g-ts,,,,,,,tsuto
723,741,he/she is called,InfEventful,sg-s-hst,,,,,,,tsuto
723,741,he/she is called,InfEventful,sk-h,,,,,,,tsuto
723,741,he/she is called,InfEventful,hih-lh,,,,,,,tsuto
723,741,he/she is called,InfEventful,o,,,,,,,tsut
723,741,he/she is called,InfEventful,oh-al,,,,,,,tsuto
724,742,he/she is staggering,FullEventful,cause,,tutokht,takwatokht,tutokht,tutokht,titsatokht,tsutokht
724,742,he/she is staggering,FullEventful,cause[perf3],,tutokht,takwatokht,tutokht,tutokhth,titsatokht,tsutokht
724,742,he/she is staggering,FullEventful,cause[pres2],,tutokhtih,takwatokhtih,tutokht,tutokht,titsatokht,tsutokht
724,742,he/she is staggering,FullEventful,cause[pres2-perf3],,tutokhtih,takwatokhtih,tutokht,tutokhth,titsatokht,tsutokht
725,743,he/she is getting a rash,FullEventful,sg-s-hi-hihst,,tukwenothi,takikwenothi,tukwenothi,tukwenothi,titsakwenothi,tsukwenot
725,743,he/she is getting a rash,FullEventful,sg-s-hst[imp2],,tukwenothi,takikwenothi,tukwenothi,tukwenothi,titsakwenothi,tsukwenothi
725,743,he/she is getting a rash,FullEventful,sg-s-hst,,tukwenothi,takikwenothi,tukwenothi,tukwenothi,titsakwenothihi,tsukwenothi
726,744,he/she has horns,FullStative,stative-k,,tulh,takilh,tulh,tulh,tetsalh,
726,744,he/she has horns,FullStative,stative,,tulhk,takilhk,tulhk,tulhk,tetsalhk,
727,745,he/she is sneezing,FullEventful,sk-h,,tuyhvhstoy,takhiyvhstoy,tuyhvhstoy,tuyhvhstoy,titshayvhstoy,tsuyhvhstoy
727,745,he/she is sneezing,FullEventful,sk-h[imp2],,tuyhvhstoy,takhiyvhstoy,tuyhvhstoy,tuyhvhstoy,titshayvhstoyha,tsuyhvhstoy
728,746,he/she is vomiting,FullEventful,cause,,tukhst,takikhst,tukhst,tukhst,titsakhst,tsukhst
728,746,he/she is vomiting,FullEventful,cause[perf3],,tukhst,takikhst,tukhst,tukhsth,titsakhst,tsukhst
728,746,he/she is vomiting,FullEventful,cause[pres2],,tukhstih,takikhstih,tukhst,tukhst,titsakhst,tsukhst
728,746,he/she is vomiting,FullEventful,cause[pres2-perf3],,tukhstih,takikhstih,tukhst,tukhsth,titsakhst,tsukhst
729,747,he/she is wearing glasses,FullStative,stative-h,,tukhthinvt,takwakhthinvt,tukhthinvt,tukhthinvt,tetsakhthinvt,
729,747,he/she is wearing glasses,FullStative,stative,,tukhthinvth,takwakhthinvth,tukhthinvth,tukhthinvth,tetsakhthinvth,
729,747,he/she is wearing glasses,InfEventful,hvsk-han,,,,,,,tsukhthinvt
729,747,he/she is wearing glasses,InfEventful,hvsk-nh[inf2],,,,,,,tsukhthinvt
729,747,he/she is wearing glasses,InfEventful,episodic,,,,,,,tsukhthinvt
729,747,he/she is wearing glasses,InfEventful,apl-active-a,,,,,,,tsukhthinvt
729,747,he/she is wearing glasses,InfEventful,ih-vh,,,,,,,tsukhthinvt
729,747,he/she is wearing glasses,InfEventful,vnh-ih-a,,,,,,,tsukhthinvt
730,748,he/she is wearing shoes,FullStative,stative-h,,tulahsul,takwalahsul,tulahsul,tulahsul,tetsalahsul,
730,748,he/she is wearing shoes,FullStative,stative,,tulahsulh,takwalahsulh,tulahsulh,tulahsulh,tetsalahsulh,
733,751,he/she is wearing socks,FullStative,stative-h,,tuliyo,takwaliyo,tuliyo,tuliyo,tetsaliyo,
733,751,he/she is wearing socks,FullStative,stative,,tuliyoh,takwaliyoh,tuliyoh,tuliyoh,tetsaliyoh,
735,753,he/she is working,FullEventful,apl,,tulvwhihstan,takilvwhihstan,tulvwhihstan,tulvwhihstan,titsalvwhihsta,tsulvwhihstan
735,753,he/she is working,FullEventful,apl[imp2],,tulvwhihstan,takilvwhihstan,tulvwhihstan,tulvwhihstan,titsalvwhihsta,tsulvwhihstan
738,756,he/she is releasing it (refers to involuntarily releasing),FullEventful,cause,,tuhskalehst,takwahskalehst,tuhskalehst,tuhskalehst,titsahskalehst,tsuhskalehst
738,756,he/she is releasing it (refers to involuntarily releasing),FullEventful,cause[perf3],,tuhskalehst,takwahskalehst,tuhskalehst,tuhskalehsth,titsahskalehst,tsuhskalehst
738,756,he/she is releasing it (refers to involuntarily releasing),FullEventful,cause[pres2],,tuhskalehstih,takwahskalehstih,tuhskalehst,tuhskalehst,titsahskalehst,tsuhskalehst
738,756,he/she is releasing it (refers to involuntarily releasing),FullEventful,cause[pres2-perf3],,tuhskalehstih,takwahskalehstih,tuhskalehst,tuhskalehsth,titsahskalehst,tsuhskalehst
739,757,he/she is tired,FullEventful,g-ts,,tuyawe,takiyawe,tuyawe,tuyawe,titsayawe,tsuyawe
740,758,he/she is releasing it (refers to voluntarily releasing),FullEventful,sg-s-hi-hihst,,tuyo,takiyo,tuyo,tuyo,titsayo,tsuyo
740,758,he/she is releasing it (refers to voluntarily releasing),FullEventful,sg-s-hst[imp2],,tuyo,takiyo,tuyo,tuyo,titsayo,tsuyohi
740,758,he/she is releasing it (refers to voluntarily releasing),FullEventful,sg-s-hst,,tuyo,takiyo,tuyo,tuyo,titsayohi,tsuyohi
742,765,he/she is walking around,FullEventful,be-at,,et,ket,et,uwet,het,uwet
746,769,he/she lives,FullStative,stative-h,,e,ke,e,,he,
746,769,he/she lives,FullStative,stative-eh,,,k,,,h,
746,769,he/she lives,FullStative,stative,,eh,ke',eh,,heh,
752,776,he/she thinks so,FullEventful,i-a-i[perf2],,el,kel,el,uwel,hel,uwel
752,776,he/she thinks so,FullEventful,i-a-i,,el,kel,el,uwelihs,hel,uwel
757,787,he/she is straightening it,FullEventful,cause[perf2],,katshinohs,tsitshinohs,katshinohs,uwatshinohs,hitshinohs,uwatshinohs
757,787,he/she is straightening it,FullEventful,cause[pres2-perf2],,katshinohsih,tsitshinohsih,katshinohs,uwatshinohs,hitshinohs,uwatshinohs
759,789,it is hanging (refers to flexible object),FullStative,stative-a',,kat,kat,kat,,hat,
759,789,it is hanging (refers to flexible object),FullStative,stative,,kata',kata',kata',,hata',
764,794,he/she is plowing it,FullEventful,i-vka,,kataluk,tsitaluk,kataluk,uwataluk,hitaluk,uwataluk
766,796,he/she is removing it from a hanging position (refers to solid or flexible object),FullEventful,rev-e,,kat,kat,kat,ut,hat,ut
767,797,he/she is turning it,FullEventful,cause,,kateyhst,tsiteyahst,kateyhst,uwateyhst,hiteyhst,uwateyhst
767,797,he/she is turning it,FullEventful,cause[perf3],,kateyhst,tsiteyahst,kateyhst,uwateyhsth,hiteyhst,uwateyhst
767,797,he/she is turning it,FullEventful,cause[pres2],,kateyhstih,tsiteyahstih,kateyhst,uwateyhst,hiteyhst,uwateyhst
767,797,he/she is turning it,FullEventful,cause[pres2-perf3],,kateyhstih,tsiteyahstih,kateyhst,uwateyhsth,hiteyhst,uwateyhst
769,799,he/she is spinning it,FullEventful,cause,,katikwalvteyhst,tsitikwalvteyhst,katikwalvteyhst,uwatikwalvteyhst,hitikwalvteyhst,uwatikwalvteyhst
769,799,he/she is spinning it,FullEventful,cause[perf3],,katikwalvteyhst,tsitikwalvteyhst,katikwalvteyhst,uwatikwalvteyhsth,hitikwalvteyhst,uwatikwalvteyhst
769,799,he/she is spinning it,FullEventful,cause[pres2],,katikwalvteyhstih,tsitikwalvteyhstih,katikwalvteyhst,uwatikwalvteyhst,hitikwalvteyhst,uwatikwalvteyhst
769,799,he/she is spinning it,FullEventful,cause[pres2-perf3],,katikwalvteyhstih,tsitikwalvteyhstih,katikwalvteyhst,uwatikwalvteyhsth,hitikwalvteyhst,uwatikwalvteyhst
770,800,he/she is strapping it,FullEventful,hih-lh,,katlo,tsitlo,katlo,uwatlo,hitlo,uwatlo
772,802,he/she is standing,FullStative,stative-k,,kato,tsito,kato,,hito,
772,802,he/she is standing,FullStative,stative,,katok,tsitok,katok,,hitok,
775,805,he/she is pitying him/her,FullEventful,g-ts,,katoli,tsiyatoli,katoli,uwatoli,hiyatoli,uwatoli
776,806,he/she is dropping him/her (refers to flexible object),FullEventful,cause,,katonht,tsiyatonht,katonht,utonht,hiyatonht,utonht
776,806,he/she is dropping him/her (refers to flexible object),FullEventful,cause[perf3],,katonht,tsiyatonht,katonht,utonhth,hiyatonht,utonht
