definition,3rd present,1st present,3rd completive past,3rd incompletive habitual,2nd imperative,3rd infinitive,
1. he's going around a curve  2. he's turning off the road  3. he's circling it,a1de3yo.2ha,ga2de2yo.2ha,u1de23yo32lv23?i,a1de3yo.2hoi,ha2de2ya.2ga,u2dey23sdi,
"he, it's spinning, rotating",a1di3gwa.2lv2de3yo.2ha,ga2di3gwa.2lv2de3yo.2ha,u1di3gwa.2lv2de23yo32lv23?i,a1di3gwa.2lv2de2yo.2ho3?i,ha2di1gwa2lv2de2ya.2ga,u2di1gwa.2lv2dey23sdi,
he's braiding it,a1sde3yo.2ha,ji1sde3yo.2ha,u1sde23yo32lv23?i,a1sde3yo.2ho3?i,hi.2sde2ya.2ga,u2sde23yo32di,
he's looking for it (inanimate),u1hyo.2ha,a1gi.2hyo.3ha,u1hya.2lv23?i,u1hyo.2ho3?i,jayh2ga,uy2sdi,
he's afraid,a1sga32ha,ji1sga32ha,u1sga3lv23?i,a1sga3ho3?i,hi.2sga23ya,u2sga1sdi,
he's looking after him,da1ka.2no2wa.2di23do32ha,de2ji3ga1no2wa.2di23do32ha,du1ka.2no2wa.2di23do32lv23?i,da1ka.2no2wa.2di23do32ho3?i,ti2ga32no2wa.2di23da,ju2ka.2no2wa.2di23da32sdi,
"he's handling it, he has it in his hand",a1hi23do32ha,ji.2?i23do32ha,u1hi23do32lv23?i,a1hi23do32ho3?i,hi.2hi23da,u2hi23da32sdi,
he's visiting him,a1hwah2tv2hi23do32ha,ji1wah2tv2hi23do32ha,u1hwah2tv2hi23do32lv23?i,a1hwah2tv2hi23do32ho3?i,hi1wah2tv2hi23da,u2hwah2tv2hi23da32sdi,
he's visiting,a1da2hwah2tv2hi23do32ha,ga2da1wah2tv2hi23do32ha,u1da2hwah2tv2hi23do32lv23i,a1da2hwah2tv2hi23do32ho3?i,ha.2da2hwah2tv2hi2da,u2da2hwah2tv2hi23da32sdi,
he's handling some liquid,ganh2ji23do32ha,ji.2nv1ji23do32ha,unh1ji23do32lv23?i,ganh2ji23do32ho3?i,hinh2ji23da,unh2ji23da32sdi,
he's hunting,ga.2no2ha.2li23do32ha,ji.2no.2?a.2li23do32ha,u1no2ha.2li23do32lv23?i,ga.2no2ha.2li23do32ho3?i,hi.2no2ha.2li23da,u2no2ha.2li23da32sdi,
its taking time,a1hli.3?i.2li23do32ha,,u1hli.3?i.1li23do32lv23?i,a1hli.3?ilido32ho3?i,,u2hli.2?i.2li23da32sdi,
they are having a trial,da1na.2da2hi.?3li23do32ha,do1ja.2da2hi.?3li23do32ha,du1na.2da2hi.?3li23do32lv23?i,da1na.2da2hi.?3li23do32ho3?i,di1ja.2da3hi.?2li2da,ju2na.2da2hi.?2li23da32sdi,
he's handling a long object,ga2ni23do32ha,ji2ni23do32ha,u1wa2ni23do32lv23?i,ga2ni23do32ho3?i,hi2na23da,u.2wa2ni23da32sdi,
he's handling a flexible object,ga.2hni23do32ha,ji.?2ni23do32ha,u1hni23do32lv23?i,ga.2hni23do32ho3?i,hi.2hni23da,u2hni23da32sdi,
"he's tromping on him/it,   he's speaking badly of him",a1la32sda.2?e2ha,ji2ya.2la32sda.2?e2ha,u1la32sda.2?e2hlv23?i,a1la32sda.2?e2sgo3?i,hi2ya.2la1sda.2?v23la,u2la1sda.2?eh3di,
he's agitating liquid,ganh2gwa.3?e2ha,jinh1gwa.3?e2ha,unh1gwa.3?e2hv23?i,ganh2gwa.3?e2sgo3?i,hinh2gwa.2?v23la,unh2gwa.2?eh3di,
"1. he's taking liquid from him, it  2. he's milking it (when used with unvdi)",ga.2ne2gi3?e2ha,ji2ne2gi3?e2ha,u1ne2gi3?e2lv23?i,ga.2ne2gi3?e2ho3?i,hi2ne2gi1si,u2ne2gi.2?eh3di,
he's disbelieving,u1dla32si2tv3?e2ha,a1gwa.2dla32si2tv3?e2ha,u1dla32si2tv3?e2lv23?i,u1dla32si2tv3?e2ho3?i,ja.2dla1si2tv1si,u2dla1si2tv3?e2hdi,
he's paying him,a1kwi.2yv3?e2ha,ji2ya.2gwi.2yv3?e2ha,u1kwi.2yv3?e2lv23?i,a1kwi.2yv3?e2ho3?i,hi2ya.2gwi.2yv1si,u2kwi.2yv2?eh3di,
it's dripping,ga3sgwo.2?i2ha,,u1wa3sgwo1lv23?i,ga3sgwo.2?i.2ho3?i,,u.2wa1sgwo1?i.2sdi,
he's moaning,u1li23ye32di2ha,a1gi.2li23ye32di.2ha,u1li.23ye32ta.2nv23?i,u1li23ye32di2sgo3?i,ja.2li2ye1da,u2li23ye32dohdi,
he's making a mistake,u1li23da32sdi2ha,a1gi.2li23da32sdi.2ha,u1li23da32sta.2nv23?i,u1li23da32sdi2sgo3?i,ja.2li2da32sda,u2li23da32sdoh2di,
he's exploding it,a1ta.2sgi3sdi2ha,ji1ta.2sgi3sdi.2ha,u1ta.2sgi3sta.2nv23?i,a1ta.2sgi3sdi2sgo3?i,ha.2ta.2sgi1sda,u2ta.2sgi1sdoh3di,
he's batting it,go2sdv3ni2ha,go1sdv3ni.2ha,u1wo2sdv23ni32lv23?i,go2sdv3ni.2ho3?i,ho2sdv2ni1ga,u.2wo2sdv23ni32sdi,
"he, it's rocking",da1hlih2ge.3ha,de2ga.?3lih2ge.3ha,du1hlih2ge23hv3?i,da1hlih2ge23sgo.3?i,ta.2hlih3gv2la,ju2hlih2geh2di,
he's telling it,ka.2no2he.3ha,ji1no2he.3ha,u1hno2he23hlv3?i,ka.2no2he23sgo.3?i,hi.2hno2hv23la,u2hno2heh2di,
he's conversing,da1hli.2no2he.3ha,de2ga.3li1no2he.3ha,du1hli.2no2he23hlv3?i,da1hli.2no2he23sgo.3?i,ta.2hli.3no2hv2la,ju2hli.2no2heh2di,
he's looking at himself in a mirror,a1da2ke.3ha,ga.2da1ke.3ha,u1da2ke23hv3?i,a1da2ke23sgo.3?i,ha.2da2kv23la,u2da2keh3di,
he's saying to him,go1se.3ha,ji2yo1se.3ha,u1wo1se23lv2?i,go1se.3ho.3?i,hi2yo1si,u.2wo1seh3di,
"he's over-taking him, it",ga.2lo2hi.2se.3ha,ji2lo.2?i.2se.3ha,u1lo2hi.2se23lv3?i,ga.2lo2hi.2se23ho3?i,hi2lo.2?i.2si,u2lo2hi.2seh3di,
he's losing it,u1yo2hu23se.3ha,a1gi.2yo2hu23se.3ha,u1yo2hu23se3lv23?i,u1yo2hu23se3ho3?i,ja.2yo2hu23si,u2yo2hu23seh3di,
he's thinking,a1danh2te.3ha,ga.2da2nv1te.3ha,u1danh2te23hlv3?i,a1danh2te23sgo.3?i,ha.2danh2tv23la,u2danh2teh2di,
"he's trimming it, (boy's hair, grass, hedge, but not paper, cloth)",a1sdo2ye.3ha,ji1sdo2ye.3ha,u1sdo2ye23hv3?i,a1sdo2ye23sgo.3?i,hi1sdo23ya,u2sdoyh2di,
he's prying it,ka.2ne3gwa.2di.3ha,ji1ne3gwa.2di.3ha,u1hne3gwa.2dv2hv23?i,ka.2ne3gwa.2di23sgo.3?i,hi.2hne1gwa.3da,u2hne1gwa.2tdi,
he's placing a long object in an upright position,a1leh2di.3ha,ga.2le1di.3ha,u1leh2ta.3nv3?i,a1leh2di23sgo.3?i,ha.2leh2da,u2leh2doh3di,
1. he's helping him up 2. he's standing it up (object with legs),da1leh2di.3ha,de2ji3ya.2le1di.3ha,du1leh2ta.3nv3?i,da1leh2di23sgo.3?i,ti2ya.3le1da,ju2leh2doh3di,
"he's making it (round, long) fall",go2honh2di.3ha,go.2?onh2di.3ha,u1wo2honh2ta.3nv3?i,go2honh2di23sgo.3?i,ho2honh2da,u.2wo2honh2doh3di,
he's showing it to him,a1gowh2tvh2di.3ha,ji2gowh1tvh2di.3ha,u1gowh2tvh2ta.2nv3?i,a1gowh2tvh2di23sgo.3?i,hi2gowh1tvh2da,u2gowh2tvh2doh3di,
he's melting it,gv1nawh2di.3ha,gv2na.2wo1di.3ha,u1wa2nawh2ta.3nv3?i,gv2nawh2di23sgo.3?i,hv2nawh2da,u.2wa2nawh2doh3di,
he's warming it,a1ga2nawh2di.3ha,ji.2ga2na.2wo1di.3ha,u1ga2nawh2ta.2nv3?i,a1ga2nawh2di23sgo.3?i,hi.2ga2nawh2da,u2ga2nawh2doh3di,
1. he's making it crisp  2. he's starching it,a1sda.2gayh2di.3ha,ji1sda.2gayh2di.3ha,u1sda.2gayh2ta.3nv3?i,a1sda.2gayh2di23sgo.3?i,hi.2sda.2gayh2da,u2sda.2gayh2doh3di,
he's rising from a prone position,a1di2di.3ha,ga.2di2di3?a,u1di2dv2hv23?i,a1di2di23sgo.3?i,ha.2di23da,u2di2tdi,
"he's taking off flying, its flying away",a1hla.2wi2di.3ha,ga.2dla.2wi2di.3ha,u2hla.2wi2dv2hv23?i,a1hla2wi2di23sgo.3?i,ha.2hla.2wi23da,u2hla.2wi2tdi,
"he's taking it (animal, flexible object) somewhere",ga.2na32wi2di.3ha,ji2na32wi2di.3ha,u1na32wi2dv2hv23?i,ga.2na32wi2di23sgo3?i,hi2na1wi23da,u2na1wi23tdi,
he's taking some liquid somewhere,ga.2ne2hwi2di.3ha,ji.2ne1wi2di.3ha,u1ne2hwi2dv2hv23?i,ga.2ne2hwi2di2sgo3?i,hi.2ne2hwi23da,u2ne2hwi2tdi,
he's taking a long object somewhere,a1yv2hwi2di.3ha,ji.2yv1wi2di.3ha,u1yv2hwi2dv2hv23?i,a1yv2hwi2di23sgo.3?i,hi.2yv2hwi23da,u2yv2hwi2tdi,
he's putting it into a container,gahl2di.3ha,ji.2lo1di.3ha,uhl1ta.2nv3?i,gahl2di23sgo.3?i,hihl2da,uhl2doh3di,
he's setting a price,da1gv2wahl2di.3ha,de2ji.3gv2wa.2lo1di.3ha,du1gv2wahl2ta.3nv3?i,da1gv2wahl2di23sgo.3?i,ti.2gv3wah2lda,ju2gv2wahl2doh3di,
he's attempting it,a3nehl2di.3ha,ga3nehl2di.3ha,u3nehl2ta.3nv3?i,a3nehl2di23sgo.3?i,ha1nehl2da,u1nehl23doh2di,
"he's playing with him, it",da3nehl2di.3ha,de2ji3ya3nehl2di.3ha,du3nehl2ta.3nv3?i,da3nehl2di23sgo.3?i,ti2ya32nehl2da,ju1nehl23doh2di,
he's lecturing him,ga.2wonh3di.3ha,ji2wonh3di.3ha,u1wonh3ta.2nv23?i,ga.2wonh3di23sgo3?i,hi2wonh1da,u2wonh1doh3di,
he's putting it on,ni.2gvnh3di.3ha,ni.2gvnh3di.3ha,nu1wanh3ta.2nv3?i,ni.2gvnh3di23sgo.3?i,hnvnh3da,i.2yu.3wanh1doh3di,
he's stopping him/it,a1le2hwi.2sdoh3di.3ha,ji2ya.2le1wi.2sdoh3di.3ha,u1le2hwi.2sdoh3ta.3nv23?i,a1le2hwi.2sdoh3di3sgo3?i,hi2ya.2le1wi.2sdoh2da,u2le2hwi.2sdoh3doh3di,
"he is dropping him, it (flexible)",ga.2dohn3di.3ha,ji2ya.2donh3di.3ha,u1donh3ta.3nv3?i,ga.2donh3di23sgo.3?i,hi2ya.2donh1da,u2donh1doh3di,
he's using it,kdi.3ha,gv1di.3ha,uwh1ta.2nv3?i,kdi23sgo.3?i,hvh2da,uwh2doh3di,
he's staggering,du1do32kdi.3ha,da1gwa.2do32kdi.3ha,du1do32kta.2nv3?i,du1do32kdi23sgo.3?i,di.2ja.3do32kda,ju2do1kdoh3di,
he's deciding,de2gu3kdi.3ha,de2gu3go1di.3ha,du1wu2kta.3nv3?i,de2gu3kdi23sgo.3?i,tu23kda,ju.2wu2kdoh3di,
he's snorting,a1hli.2yv23sa.3naw1sdi.3ha,ga.2li1yv23sa.3naw1sdi.3ha,u1hli.2yv23sa.3naw1sta.2nv3?i,a1hli.2yv23sa.3naw1sdi23sgo3?i,ha.2hli.2yv2sa.2naw1sda,u2hli.2yv23sa.3naw1sdoh3di,
"he's including him, it (in counting)",a1se.2sdi.3ha,ji1ya2se.2sdi.3ha,u1se.2sta.3nv23?i,a1se.2sdi3sgo3?i,hi2ya1se.2sda,u2se.3sdoh3di,
he's promising,a1tu.3?i.2sdi.3ha,ji1tu.3?i.2sdi.23ha,u1tu.3?i.2sta.3nv3?i,a1tu.3?i.2sdi23sgo.3?i,hi.2tu.2?i.2sda,u2tu.2?i.2sdoh3di,
he's mentioning it,ka.2ne3?i.2sdi.3ha,ji1ne3?i.2sdi.3ha,u1hne3?i.2sda.3nv3?i,ka.2ne3?i.2sdi23sgo.3?i,hi.2hne.2?i.2sda,u2hne.2?i.2sdoh3di,
1. he's preparing it.  2. he's getting ready,a1dv2nv3?i.2sdi.3ha,ga.2dv2nv3?i.2sdi.3ha,u1dv2nv3?i.2sta.3nv3?i,a1dv2nv3?i.2sdi23sgo.2?i,ha.2dv2nv2?i.2sda,u2dv2nv.2?i.2sdoh3di,
"1. he's raising him, it., 2. he's growing it., (plant)",a1tv.2hi.2sdi.3ha,ji2ya.?2dv.2hi.2sdi.3ha,u1tv.2hi.2sta.2nv3?i,a1tv.2hi.2sdi23sgo.3?i,hi2ya.?2dv.2hi.2sda,u2tv.2hi.2sdoh3di,
he's stopping by (on his way somewhere),ga.2lo2hi.2sdi.3ha,ji.2lo.2?i.2sdi.3ha,u1lo2hi.2sta.3nv3?i,ga.2lo2hi.2sdi23sgo3?i,hi.2lo2hi.2sda,u2lo2hi.2sdoh3di,
he's taking a break,a1yo.3hi.2sdi.3ha,ji.?3yo.2hi.2sdi.3ha,u1yo.3hi.2sta.3nv3?i,a1yo.3hi.2sdi23sgo.3?i,hi.2yo.2hi.2sda,u2yo.2hi.3sdoh2di,
"he, it's making noise",a1da.2no2hyv2hli.2sdi.3ha,ga.2da.2no2yv1li1sdi.3ha,u1da.2no2hyv2hli.2sta.2nv3?i,a1da.2no2hyv2hli.2sdi23sgo.3?i,ha.2da.2no2hyv2hli.2sda,u2da.2no2hyv2hli.2sdoh3di,
he's causing it to sound,ga.2no2hyv2hli.2sdi.3ha,ji.2no2yv1li.2sdi.3ha,u1no2hyv2hli.2sta.3nv3?i,ga.2no2hyv2hli.2sdi23sgo3?i,hi.2no2hyv2hli.2sda,u2no2hyv2hli.2sdoh3di,
he's cooking it (a specific food),gv2hni.2sdi.3ha,gv1ni.2sdi.3ha,u1wa2hni.2sta.3nv3?i,gv2hni.2sdi23sgo.3?i,hv2hni.2sda,u.2wa2hni.2sdoh3di,
he/it is stopping,a1le2hwi.2sdi.3ha,ga.2le1wi.2sdi.3ha,u1le2hwi.2sta.2nv3?i,a1le2hwi.2sdi23sgo.3?i,ha.2le2hwi.2sda,u2le2hwi.2sdoh3di,
"he's burning him, it",a1go.3hv.2sdi.3ha,ji2ya.3go.2hv.2sdi.3ha,u1go.3hv.2sta.3nv3?i,a1go.3hv.2sdi23sgo.3i,hi2ya.2go.2hv.2sda,u2go.2hv.3sdoh2di,
"he's pressing down on him, it",a1son32sdi.3ha,ji2ya1son32sdi.3ha,u1son32sta.2nv23?i,a1son32sdi23sgo.3?i,hi2ya1son1sda,u2son1sdoh2di,
he's smelling it  (sniff),al1sv32sdi.3ha,ga.2li1sv32sdi.3ha,ul1sv32sta.2nv23?i,al1sv32sdi2sgo3?i,hal2sv1sda,ul2sv1sdoh3di,
he's taking off running,a1da.2naw32sdi.3ha,ga.2da.2naw32sdi.3ha,u1da.2naw32sta.2nv23?i,a1da.2naw32sdi23sgo.3?i,ha.2da.2naw1sda,u2da.2naw1sdoh3di,
He's making an X,da1da2hnaw32sdi.3ha,de2ga.3da1naw32sdi.3ha,du1da2hnaw32sta.2nv23?i,da1da2hnaw32sdi2sgo3?i,ta.2da3hnaw1sda,ju2da2hnaw1sdoh3di,
he's breaking it up,a1yo.3?i2sdi.3ha,ji.2yo.3?i2sdi.3ha,u1yo.3?i2sta.2nv3?i,a1yo.3?i2sdi23sgo.3?i,hi.2yo.2?i2sda,u2yo.2?i2sdoh3di,
he's loaning it to him,a1tol2sdi.3ha,ji2ya1tol2sdi.3ha,u1tol2sta.3nv3?i,a1tol2sdi23sgo3?i,hi2ya1tol2sda,u2tol2sdoh3di,
"1. he's aiming at him, it  2 . he's aiming it",dal1so2sdi.3ha,de2ji3ya.2li1so23sdi.3ha,dul1so23sta.3nv23?i,dal1so23sdi3sgo3?i,ti2ya.3li1so23sda,jul2so23sdoh3di,
he's scheduling time,da1sv2sdi.3ha,de2ji32sv2sdi.3ha,du1sv2sta.3nv3?i,da1sv2sdi23sgo.3?i,ti.2sv3sda,ju2sv2sdoh3di,
he's accusing him,gu2hi23sdi.3ha,ji2yu.2?i23sdi.3ha,u1wu2hi23sta.3nv23?i,gu2hi23sdi3sgo3?i,hi2yu.2?i23sda,u.2wu2hi23sdoh3di,
1. he's setting a goal 2.  he's aiming,al1so23sdi.3ha,ga.2li1so23sdi.3ha,ul1so23sta.3nv23?i,al1so23sdi3sgo3?i,hal2so23sda,ul2so23sdoh3di,
he's sifting it,gv2gu23sdi.3ha,gv2gu1sdi.3ha,u1wa2gu23sta.3nv23?i,gv2gu23sdi3sgo3?i,hv2gu23sda,u.2wa2gu23sdoh3di,
he's resting,a1da.2we3so2lv23sdi.3ha,ga.2da.2we3so2lv23sdi.3ha,u1da.2we3so2lv23sta.3nv23?i,a1da.2we3so2lv23sdi3sgo3?i,ha.2da.2we1so23lv3sda,u2da.2we1so23lv3sdoh2di,
he's resting him,ga.2we3so2lv23sdi.3ha,ji2ya.2we3so2lv23sdi.3ha,u1ya.2we3so2lv23sta.3nv23?i,ga.2we3so2lv23sdi3sgo3?i,hi2ya.2we1so2lv23sda,u2ya.2we1so23lv3sdoh2di,
he's straining it,ka.2nv3so2lv23sdi.3ha,ji1nv3so2lv23sdi.3ha,u1hnv3so2lv23sta.3nv23?i,ka.2nv3so2lv23sdi3sgo3?i,hi.2hnv1so2lv23sda,u2hnv1so23lv3sdoh2di,
1. he's making smoke; 2. it's smoking,da1ksv3sdi.3ha,de2ji.3ga1sv23sdi.3ha,du1ksv3sta.3nv23?i,da1ksv3sdi3sgo3?i,ti.3ksv2sda,ju2ksv23sdoh3di,
"he's making him, it fly",a1hla.2wi2tdi.3ha,ji2ya.2dla.2wi2tdi.3ha,u1hla.2wi2tda.3nv3?i,a1hla.2wi2tdi23sgo.3?i,hi2ya.2dla.2wi2tda,u2hla.2wi2tdo.h3di,
he's shattering it,ahl1ko2tdi.3ha,ga.2li1ko2tdi.3ha,uhl1ko2tta.2nv3?i,ahl1ko3tdi23sgo.3?i,hahl2ko2tda,uhl2ko2tdoh3di,
"he's killing him, it",a1hi.3ha,ji.2?i.3ha,u1hlv23?i,a1hi.2ho3?i,hi2lu1ga,u2hi.2sdi,
"he's counting it, them",da1se.2hi.3ha,de2ga32se.2hi.3ha,du1se.2hlv3?i,da2se.2hi.3ho3?i,ta.2se.3ga,ju2se.3sdi,
he's distributing it,a1ya32to.2hi.3ha,ji.2ya32to.2hi.3ha,u1ya32to.2hlv23?i,a1ya32to.2hi.2ho3?i,hi.2ya1to.2hi,u2ya1to.2hi.3sdi,
he's putting on a belt,a1da3dlo2hi.3ha,ga.2da3dlo2hi.3ha,u1da3dlo2hlv23i,a1da3dlo23hi2ho3?i,ha.2da1dlo23ga,u2da1dlo23sdi,
he's strapping it,ga3dlo2hi.3ha,ji3dlo2hi.3ha,u1wa3dlo2hlv23?i,ga3dlo2hi.2ho3?i,hi1dlo23ga,u.2wa1dlo23sdi,
1. he's tying up a leg 2. he's applying a break,ga.2nv3hlo2hi.3ha,ji2nv3hlo2hi.3ha,u1nv3hlo2hlv23?i,ga.2nv3hlo2hi.2ho3?i,hi2nv1hlo23ga,u2nv1hlo23sdi,
"he's shooting him, it",a1yo2hi.3ha,ji2yo.2?i.3ha,u1yo2hlv23?i,a1yo2hi.2ho3?i,hi2yo.2?a,u2yo2sdi,
"1. he's pricking him, it  2. he's giving him an injection",ga2ja.2yo2hi.3ha,ji2ya2ja.2yo.2?i.3ha,u1wa2ja.2yo2hlv23?i,ga2ja.2yo2hi.2ho3?i,hi2ya2ja.2yo.2?a,u.2wa2ja.2yo2sdi,
he's asking for it,a1ta.2yo2hi.3ha,ji1ta.2yo2hi.3ha,u1ta.2yo2hlv23?i,a1ta.2yo2hi2ho3?i,hi.2ta.2yo23ha,u2ta.2yo2sdi,
he's pecking it,ga2gwa.2yo2hi.3ha,ji2ya2gwa.2yo.2?i.3ha,u1wa2gwa.2yo2hlv23?i,ga2gwa.2yo2hi.2ho3?i,hi2ya2gwa.2yo.2?a,u.2wa2gwa.2yo2sdi,
he's going to bed,u1sv2hi.3ha,ak1sv2hi.3ha,u1sv2hlv23?i,u1sv2hi.2ho3?i,tsv23ha,u2sv2sdi,
he's entering it,a1yv2hi.3ha,ji.2yv.2?i.3ha,u1yv2hlv23?i,a1yv2hi.2ho3?i,hi.2yv23ha,u2yv2sdi,
it's becoming crisp,a1sda.2ga.2yv2hi.3ha,-----,u1sda.2ga.2yv2hlv23?i,a1sda.2ga.2yv2hi.2ho3?i,-----,-----,
"he's rolling him, it",ga2sa.2gwa.2le23hi.3ha,ji2ya1sa.2gwa.2le23hi.3ha,u1wa2sa.2gwa.2le23hlv3?i,ga2sa.2gwa.2le23hi.3ho3?i,hi2ya1sa.2gwa.2le23ga,u.2wa2sa.2gwa.2le23sdi,
he's tying it,da1ka.2ne23hi.3ha,de2ji.3ga1ne23hi.3ha,du1ka.2ne23hlv3?i,da1ka.2ne23hi.3ho3?i,ti.2ka.3ne2ga,ju2ka.2ne23sdi,
he's wrestling,a3hne23hi.3ha,ga3hne23hi.3ha,u3hne23hlv3?i,a3hne23hi.3ho3?i,ha1hne23ga,u1hne23sdi,
he's arguing,a1ti.2yo23hi.3ha,ga.?2di.2yo23hi.3ha,u1ti.2yo23hlv3?i,a1ti.2yo23hi.3ho3?i,ha.2ti.2yo23ga,u2ti.2yo23sdi,
it's ripping,a1da2ja.2ga.2li.3ha,ga.2da2ja.2ga.2li.3a,u1da2ja.2ga.2lv2hv23?i,a1da2ja.2ga.2li23sgo.3?i,ha.2da.ja.2ga.2la,u2da2ja.2gahl2di,
he's ripping it,ga2ja.2ga.2li.3ha,ji2ja.2ga.2li3?a,u1wa2ja.2ga.2lv2hv23?i,ga2ja.2ga.2li23sgo.3?i,hi2ja.2ga.2la,u.2wa2ja.2gahl2di,
"he's cleaning him, it",ga.2nv2ga.2li.3ha,ji2nv2ga.2li3?a,u1nv2ga.2lv3?hvi,ga.2nv2ga.2li23sgo.3?i,hi2nv2ga.2la,u2nv2gahl2di,
"he's peeling, skinning him, it",ga.2ne3ga.2li.3ha,ji2ne3ga.2li.3ha,u1ne3ga.2lv2hv23?i,ga.2ne3ga.2li23sgo3?i,hi2ne1ga.2la,u2ne1gahl3di,
he's playing ball,a1la32sga.2li.3ha,ga.2la32sga.2li.3ha,u1la32sga.2lv2hv23?i,a1la32sga.2li23sgo.3?i,ha.2la1sga.2la,u2la1sgahl3di,
"1. he's cutting it, 2. he's slicing it",a1gv2ha.2li.3ha,ji.2gv2?a.2li.3ha,u1gv2ha.2lv2hv23?i,a1gv2ha.2li23sgo.3?i,hi.2gv2ha.2la,u2gv2hahl2di,
it's lightning,a1na32ga2li.3ha,-----,u1na32ga.2lv2hv23?i,a1na32ga.2li23sgo.3?i,-----,-----,
he's helping him,a1sde2li.3ha,ji1sde2li.3ha,u1sde2lv2hv23?i,a1sde2li23sgo.3?i,hi1sde23la,u2sdehl2di,
he's helping,al1sde2li.3ha,ga.2li1sde2li.3ha,ul1sde2lv2hv23?i,al1sde2li23sgo.3?i,hal2sde23la,ul2sdehl2di,
he's acting silly,a1dv3ne2li.3ha,ga.2dv3ne2li.3ha,u1dv3ne2lv2hnv23?i,a1dv3ne2li23sgo.3?i,ha.2dv1ne23la,u2dv1nehl23di,
he wants it,u1du2li.3ha,a1gwa.2du2li.3ha,u1du2lv2hv23?i,u1du2li23sgo.3?i,ja.2du23la,u2duhl2di,
it's boiling,a1li.2dli.3ha,,u1li.2dlv2hv23?i,a1li.2dli23sgo.3?i,,u2lihl2di,
he's rooting it out,ka.2na32sde2dli.3ha,ji1na32sde2dli.3ha,u1hna32sde2dlv2hv23?i,ka.2na32sde2dli23sgo.3?i,hi.2hna1sde23dla,u2hna1sdehl23di,
he's sharpening it,kdli.3ha,gv1dli.3ha,uwh1dlv2hv23?i,kdli23sgo.3i,hvh2dla,uwh2dlvh2di,
he's shelling corn,da1ktli.3ha,de2ji.3ga1tli.3ha,du1ktlv2hv23?i,da1ktli23sgo.3?i,ti.3ktla,ju2ktlvh2di,
"1. he's calling him, inviting him. 2. he's receiving, getting him",a1hya.2ni.3ha,ji1ya.2ni.3ha,u1hya.2nv2hv23?i,a1hya.2ni23sgo.3?i,hi1ya.2na,u2hyanh2di,
he's starting/beginning,a1le2ni.3ha,ga.2le2ni3?a,u1le2nv2hv23?i,a1le2ni23sgo.3?i,ha.2le23na,u2lenh2di,
it's beginning,a1da.2le2ni.3ha,-----,u1da.2le2nv2hv23?i,a1da.2le2ni23sgo.3?i,-----,u2da.2lenh2di,
they are separating,da1na.2ga.2le2ni.3ha,do1sda.2ga.2le2ni.3ha,du1na.2ga.2le2nv2hv23?i,da1na.2ga.2le2ni23sgo.3?i,di.2sda.3ga.3le2na,ju2na.2ga.2lenh2di,
he's target practicing,a3go2ni.3ha,ga3go2ni.3ha,u3go2nv2hv23?i,a3go2ni23sgo3?i,ha1go23na,u1gonh23di,
he's spanking him,ga.2li3?v2hni.3ha,ji2li3?v2hni.3ha,u1li3?v2hni.2lv23?i,ga.2li3?v2hni.2ho3?i,hi2li.2?vhn2ga,u2li.2?vhn23sdi,
he's shaking his head,al1sdv2hni.3ha,ga.2li1sdv2hni.3ha,ul1sdv2hni.2lv23?i,al1sdv2hni.3ho.3?i,hal2sdvnh2ga,ul2sdvnh2di,
"1. he's hitting, striking him, it 2. he's knocking",gv2hni.3ha,ji2yv1ni.3ha,u1wa2hni.3lv3?i,gv2hni.3ho3?i,hi2yv2ni1ga,u.2wan2sdi,
"he's mourning for him, it",a1sgo23hni.3ha,ji1sgo23hni.3ha,u1sgo23hni.3lv23?i,a1sgo23hni.3ho3?i,hi1sgonh23ga,u2sgon23sdi,
1. he's withdrawing (a motion)  2. he's withdrawing (his candidacy)  3. he's pulling it out (a drawer),a3se2si.3ha,ga3se2si.3ha,u3se2sv2hv23?i,a3se2si23sgo.3?i,ha1se23sa,u1se23svh3di,
they are gathering,a1na.2da3hli2si.3ha,o1ja.2da3hli2si.3ha,u1na.2da3hli2sa.2hnv23?i,a1na.2da3hli2si23sgo.3?i,i1ja.2da1hli23sa,u2na.2da1hli23soh3di,
he's gathering it,ga3hli2si.3ha,ji3hli2si.3ha,u1wa3hli2sa.2hnv23?i,ga3hli2si23sgo.3?i,hi1hli23sa,u.2wa1hli23soh3di,
he's burying him,ga.?3ni2si.3ha,ji3ni2si.3ha,u1ni3sa.2hnv23?i,ga.?3ni2si23sgo.3?i,hi2ni23sa,u2ni23soh3di,
he's explaining it (a Biblical text),de2go32si2si.3ha,de2go32si2si.3ha,du1wo3si2sa.2hnv23?i,de2go32si2si23sgo.3?i,to3si2sa,ju.2wo1si23soh3di,
he's straightening it,ga2chi.2no2si.3ha,ji1chi.2no2si.3ha,u1wa2chi.2no2sa.2hnv23?i,ga2chi.2no2si.23sgo.3?i,hi2chi.2no23sa,u.2wa2chi.2no2soh2di,
he's recuperating,da1le2hi23si.3ha,de2ga.3le.2?i23si.3ha,du1le2hi23sa.3hnv23?i,da1le2hi23si3sgo3?i,ta.2le3hi2sa,ju2le2hi23soh3di,
he's finding a flexible object,ga.2nawh32ti.3ha,ji2nawh32ti.3ha,u1nawh32tv2hv23?i,ga.2nawh32ti23sgo.3?i,hi2nawh1ta,u2nawh1tvh3di,
