definition,class,root,success,ambiguous_forms,notes
it’s taking time,be-at-weak,hi'ilit,True,,
it’s taking time,be-at-weak,hi'ilit,True,imperative,Ambiguity implies lossy rule reversal
it’s taking time,be-at-weak,hi'ilit,True,,
it’s taking time,be-at-weak,hi'ilit,True,,
it’s taking time,oh-ol[inf2],lhi'ilit,False,,
it’s taking time,oh-ol[inf2],alhi'ilit,False,,
it’s taking time,oh-ol[inf2],lhi'ilit,False,,
it’s taking time,oh-ol[inf2],lhi'ilit,False,imperative,Ambiguity implies lossy rule reversal
it’s taking time,oh-ol[inf2],alhi'ilit,False,imperative,Ambiguity implies lossy rule reversal
it’s taking time,oh-ol[inf2],lhi'ilit,False,imperative,Ambiguity implies lossy rule reversal
it’s taking time,oh-ol[inf2],lhi'ilit,False,,
it’s taking time,oh-ol[inf2],alhi'ilit,False,,
it’s taking time,oh-ol[inf2],lhi'ilit,False,,
it’s taking time,oh-ol[inf2],lhi'ilit,False,,
it’s taking time,oh-ol[inf2],alhi'ilit,False,,
it’s taking time,oh-ol[inf2],lhi'ilit,False,,
it’s taking time,oh-ol[inf2],hi'ilit,False,,
it’s taking time,oh-ol[inf2],hi'ilit,False,imperative,Ambiguity implies lossy rule reversal
it’s taking time,oh-ol[inf2],hi'ilit,False,,
it’s taking time,oh-ol[inf2],hi'ilit,False,,
it’s taking time,oh-ol[inf3],lhi'ilit,True,,
it’s taking time,oh-ol[inf3],alhi'ilit,True,,
it’s taking time,oh-ol[inf3],lhi'ilit,True,,
it’s taking time,oh-ol[inf3],lhi'ilit,True,imperative,Ambiguity implies lossy rule reversal
it’s taking time,oh-ol[inf3],alhi'ilit,True,imperative,Ambiguity implies lossy rule reversal
it’s taking time,oh-ol[inf3],lhi'ilit,True,imperative,Ambiguity implies lossy rule reversal
it’s taking time,oh-ol[inf3],lhi'ilit,True,,
it’s taking time,oh-ol[inf3],alhi'ilit,True,,
it’s taking time,oh-ol[inf3],lhi'ilit,True,,
it’s taking time,oh-ol[inf3],lhi'ilit,True,,
it’s taking time,oh-ol[inf3],alhi'ilit,True,,
it’s taking time,oh-ol[inf3],lhi'ilit,True,,
it’s taking time,oh-ol[inf3],hi'ilit,True,,
it’s taking time,oh-ol[inf3],hi'ilit,True,imperative,Ambiguity implies lossy rule reversal
it’s taking time,oh-ol[inf3],hi'ilit,True,,
it’s taking time,oh-ol[inf3],hi'ilit,True,,
he/she is measuring it,o,alhil,True,,
it’s bending,vsk,lhiyvhkwit,True,,
it’s bending,vsk,alhiyvhkwit,True,,
it’s bending,vsk,lhiyvhkwit,True,,
it’s bending,vsk,lhiyvhkwit,True,imperative,Ambiguity implies lossy rule reversal
it’s bending,vsk,alhiyvhkwit,True,imperative,Ambiguity implies lossy rule reversal
it’s bending,vsk,lhiyvhkwit,True,imperative,Ambiguity implies lossy rule reversal
it’s bending,vsk,lhiyvhkwit,True,,
it’s bending,vsk,alhiyvhkwit,True,,
it’s bending,vsk,lhiyvhkwit,True,,
it’s bending,vsk,lhiyvhkwit,True,,
it’s bending,vsk,alhiyvhkwit,True,,
it’s bending,vsk,lhiyvhkwit,True,,
it’s bending,vsk,hiyvhkwit,True,,
it’s bending,vsk,hiyvhkwit,True,imperative,Ambiguity implies lossy rule reversal
it’s bending,vsk,hiyvhkwit,True,,
it’s bending,vsk,hiyvhkwit,True,,
he/she is snorting,cause,alhiyvhsanawhst,True,,
he/she is snorting,cause[perf3],alhiyvhsanawhst,False,,
he/she is snorting,cause[pres2],alhiyvhsanawhstih,False,,
he/she is snorting,cause[pres2-perf3],alhiyvhsanawhstih,False,,
he/she is preaching,hvsk-nh[inf2],alhtsato,True,,
he/she is preaching,hvsk-nh[inf2],htsato,True,,
it’s shattering,sk-h[imp2],lhkhotv,False,,
it’s shattering,sk-h[imp2],alhkhotv,False,,
it’s shattering,sk-h[imp2],alhkhotv,False,,
it’s shattering,sk-h[imp2],lhkhotv,False,,
it’s shattering,sk-h[imp2],lhkhotv,False,imperative,Ambiguity implies lossy rule reversal
it’s shattering,sk-h[imp2],alhkhotv,False,imperative,Ambiguity implies lossy rule reversal
it’s shattering,sk-h[imp2],alhkhotv,False,imperative,Ambiguity implies lossy rule reversal
it’s shattering,sk-h[imp2],lhkhotv,False,imperative,Ambiguity implies lossy rule reversal
it’s shattering,sk-h[imp2],lhkhotv,False,,
it’s shattering,sk-h[imp2],alhkhotv,False,,
it’s shattering,sk-h[imp2],alhkhotv,False,,
it’s shattering,sk-h[imp2],lhkhotv,False,,
it’s shattering,sk-h[imp2],lhkhotv,False,,
it’s shattering,sk-h[imp2],alhkhotv,False,,
it’s shattering,sk-h[imp2],alhkhotv,False,,
it’s shattering,sk-h[imp2],lhkhotv,False,,
it’s shattering,sk-h[imp2],hkhotv,False,,
it’s shattering,sk-h[imp2],hkhotv,False,,
it’s shattering,sk-h[imp2],hkhotv,False,imperative,Ambiguity implies lossy rule reversal
it’s shattering,sk-h[imp2],hkhotv,False,imperative,Ambiguity implies lossy rule reversal
it’s shattering,sk-h[imp2],hkhotv,False,,
it’s shattering,sk-h[imp2],hkhotv,False,,
it’s shattering,sk-h[imp2],hkhotv,False,,
it’s shattering,sk-h[imp2],hkhotv,False,,
it’s shattering,vnh-vsk,lhkhot,True,,
it’s shattering,vnh-vsk,alhkhot,True,,
it’s shattering,vnh-vsk,alhkhot,True,,
it’s shattering,vnh-vsk,lhkhot,True,,
it’s shattering,vnh-vsk,lhkhot,True,imperative,Ambiguity implies lossy rule reversal
it’s shattering,vnh-vsk,alhkhot,True,imperative,Ambiguity implies lossy rule reversal
it’s shattering,vnh-vsk,alhkhot,True,imperative,Ambiguity implies lossy rule reversal
it’s shattering,vnh-vsk,lhkhot,True,imperative,Ambiguity implies lossy rule reversal
it’s shattering,vnh-vsk,lhkhot,True,,
it’s shattering,vnh-vsk,alhkhot,True,,
it’s shattering,vnh-vsk,alhkhot,True,,
it’s shattering,vnh-vsk,lhkhot,True,,
it’s shattering,vnh-vsk,lhkhot,True,,
it’s shattering,vnh-vsk,alhkhot,True,,
it’s shattering,vnh-vsk,alhkhot,True,,
it’s shattering,vnh-vsk,lhkhot,True,,
it’s shattering,vnh-vsk,hkhot,True,,
it’s shattering,vnh-vsk,hkhot,True,,
it’s shattering,vnh-vsk,hkhot,True,imperative,Ambiguity implies lossy rule reversal
it’s shattering,vnh-vsk,hkhot,True,imperative,Ambiguity implies lossy rule reversal
it’s shattering,vnh-vsk,hkhot,True,,
it’s shattering,vnh-vsk,hkhot,True,,
it’s shattering,vnh-vsk,hkhot,True,,
it’s shattering,vnh-vsk,hkhot,True,,
it’s shattering,stative,lhkhotvhsk,False,,
it’s shattering,stative,alhkhotvhsk,False,,
it’s shattering,stative,alhkhotvhsk,False,,
it’s shattering,stative,lhkhotvhsk,False,,
it’s shattering,stative,lhkhotvhsk,False,imperative,Ambiguity implies lossy rule reversal
it’s shattering,stative,alhkhotvhsk,False,imperative,Ambiguity implies lossy rule reversal
it’s shattering,stative,alhkhotvhsk,False,imperative,Ambiguity implies lossy rule reversal
it’s shattering,stative,lhkhotvhsk,False,imperative,Ambiguity implies lossy rule reversal
it’s shattering,stative,lhkhotvhsk,False,,
it’s shattering,stative,alhkhotvhsk,False,,
it’s shattering,stative,alhkhotvhsk,False,,
it’s shattering,stative,lhkhotvhsk,False,,
it’s shattering,stative,lhkhotvhsk,False,,
it’s shattering,stative,alhkhotvhsk,False,,
it’s shattering,stative,alhkhotvhsk,False,,
it’s shattering,stative,lhkhotvhsk,False,,
it’s shattering,stative,hkhotvhsk,False,,
it’s shattering,stative,hkhotvhsk,False,,
it’s shattering,stative,hkhotvhsk,False,imperative,Ambiguity implies lossy rule reversal
it’s shattering,stative,hkhotvhsk,False,imperative,Ambiguity implies lossy rule reversal
it’s shattering,stative,hkhotvhsk,False,,
it’s shattering,stative,hkhotvhsk,False,,
it’s shattering,stative,hkhotvhsk,False,,
it’s shattering,stative,hkhotvhsk,False,,
he/she is shattering it,cause,alhkhotht,True,,
he/she is shattering it,cause,hkhotht,True,,
he/she is shattering it,cause[perf3],alhkhotht,False,,
he/she is shattering it,cause[perf3],hkhotht,False,,
he/she is shattering it,cause[pres2],alhkhothtih,False,,
he/she is shattering it,cause[pres2],hkhothtih,False,,
he/she is shattering it,cause[pres2-perf3],alhkhothtih,False,,
he/she is shattering it,cause[pres2-perf3],hkhothtih,False,,
he/she is beating him/her at a game,sk-s-hi-hihst,lho,True,,
he/she is beating him/her at a game,sk-s-hi-hihst,lho,True,,
he/she is beating him/her at a game,sk-s-hi-hihst,lho,True,,
he/she is beating him/her at a game,sk-s-hi-hihst,lho,True,,
he/she is beating him/her at a game,sk-s-hst[imp2],lho,False,,
he/she is beating him/her at a game,sk-s-hst[imp2],lho,False,,
he/she is beating him/her at a game,sk-s-hst[imp2],lho,False,,
he/she is beating him/her at a game,sk-s-hst[imp2],lho,False,,
he/she is beating him/her at a game,sk-s-hst,lho,False,,
he/she is beating him/her at a game,sk-s-hst,lho,False,,
he/she is beating him/her at a game,sk-s-hst,lho,False,,
he/she is beating him/her at a game,sk-s-hst,lho,False,,
he/she is combing his/her hair,o,alhthaw,True,,
he/she is combing his/her hair,o,hthaw,True,,
he/she is moving,hvsk-nh[inf2],alhthelv,True,,
he/she is moving,hvsk-nh[inf2],hthelv,True,,
he/she is moving,episodic,alhthel,True,,
he/she is moving,episodic,hthel,True,,
he/she is changing his/her shirt,v-vhs,anhawa'iy,True,,
he/she is changing his/her shirt,change-out,anhawa',True,,
he/she is changing his/her shirt,change-out-flexible,anhaw,True,,
he/she is taking his/her shirt off,rev-e,anhaw,True,,
he/she is putting on a shirt,o,anhaw,True,,
he/she is wrestling,hih-lh,anhe,True,,
he/she is interpreting it,cause,anhelht,True,,
he/she is interpreting it,cause[perf3],anhelht,False,,
he/she is interpreting it,cause[pres2],anhelhtih,False,,
he/she is interpreting it,cause[pres2-perf3],anhelhtih,False,,
he/she is building a house,apl-active,anhehsk,True,,
he/she is building a house,apl-active-a,anhehsk,False,,
he/she is leaving,rev-gi,anhi,True,,
he/she is leaving,rev-i,anhik,True,,
he/she is starting it,cause,anhikihst,True,,
he/she is starting it,cause[perf3],anhikihst,False,,
he/she is starting it,cause[pres2],anhikihstih,False,,
he/she is starting it,cause[pres2-perf3],anhikihstih,False,,
he/she is carrying it on his/her shoulder,go,anholhin,True,,
he/she is carrying it on his/her shoulder,go[pres2],anholhinek,False,,
he/she is putting it in liquid,i-a-i,hut,True,,
he/she is putting it in liquid,long-no-a,hu,True,,
he/she is hitting him/her on the mouth,ih-l,hulvn,True,,
he/she is hitting him/her on the mouth,ih-l[inf2],hulvn,False,,
he/she is hitting him/her on the mouth,hitting,hul,True,,
he/she is moving it from one place to another,v-vhs,h,True,,
he/she is setting it down,hvsk-nh,,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is setting it down,hvsk-nh,,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is setting it down,hvsk-nh,,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is setting it down,hvsk-nh,,True,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is setting it down,hvsk-nh,,True,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is setting it down,hvsk-nh,,True,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is setting it down,hvsk-nh[inf2],,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is setting it down,hvsk-nh[inf2],,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is setting it down,hvsk-nh[inf2],,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is setting it down,hvsk-nh[inf2],,True,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is setting it down,hvsk-nh[inf2],,True,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is setting it down,hvsk-nh[inf2],,True,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is finding him/her,ih-vh,whahth,False,,
he/she is finding him/her,ih-vh,whahth,False,,
he/she is finding him/her,ih-vh[inf2],whahth,True,,
he/she is finding him/her,ih-vh[inf2],whahth,True,,
he/she is visiting him/her,be-at,whahthvh,True,,
he/she is visiting him/her,be-at,whahthvh,True,,
he/she is visiting him/her,be-at-weak,whahthvhit,True,,
he/she is visiting him/her,be-at-weak,whahthvhit,True,,
he/she is planting it,sk-s-hi-hihst,whi,False,,
he/she is planting it,sk-s-hi-hihst,whi,False,,
he/she is planting it,sk-s-hi-hihst,whi,False,,
he/she is planting it,sk-s-hi-hihst,whi,False,,
he/she is planting it,sk-s-hst,whi,True,,
he/she is planting it,sk-s-hst,whi,True,,
it’s becoming frosty,hvsk-nh[inf2],yhahthv,False,,
it’s becoming frosty,hvsk-nh[inf2],ayhahthv,False,,
it’s becoming frosty,hvsk-nh[inf2],yhahthv,False,,
it’s becoming frosty,hvsk-nh[inf2],yhahthv,False,imperative,Ambiguity implies lossy rule reversal
it’s becoming frosty,hvsk-nh[inf2],ayhahthv,False,imperative,Ambiguity implies lossy rule reversal
it’s becoming frosty,hvsk-nh[inf2],yhahthv,False,imperative,Ambiguity implies lossy rule reversal
it’s becoming frosty,hvsk-nh[inf2],yhahthv,False,,
it’s becoming frosty,hvsk-nh[inf2],ayhahthv,False,,
it’s becoming frosty,hvsk-nh[inf2],yhahthv,False,,
it’s becoming frosty,hvsk-nh[inf2],yhahthv,False,,
it’s becoming frosty,hvsk-nh[inf2],ayhahthv,False,,
it’s becoming frosty,hvsk-nh[inf2],yhahthv,False,,
it’s becoming frosty,episodic,yhahth,False,,
it’s becoming frosty,episodic,ayhahth,False,,
it’s becoming frosty,episodic,yhahth,False,,
it’s becoming frosty,episodic,yhahth,False,imperative,Ambiguity implies lossy rule reversal
it’s becoming frosty,episodic,ayhahth,False,imperative,Ambiguity implies lossy rule reversal
it’s becoming frosty,episodic,yhahth,False,imperative,Ambiguity implies lossy rule reversal
it’s becoming frosty,episodic,yhahth,False,,
it’s becoming frosty,episodic,ayhahth,False,,
it’s becoming frosty,episodic,yhahth,False,,
it’s becoming frosty,episodic,yhahth,False,,
it’s becoming frosty,episodic,ayhahth,False,,
it’s becoming frosty,episodic,yhahth,False,,
it’s becoming frosty,vnh-vsk,yhahthvh,False,,
it’s becoming frosty,vnh-vsk,ayhahthvh,False,,
it’s becoming frosty,vnh-vsk,yhahthvh,False,,
it’s becoming frosty,vnh-vsk,yhahthvh,False,imperative,Ambiguity implies lossy rule reversal
it’s becoming frosty,vnh-vsk,ayhahthvh,False,imperative,Ambiguity implies lossy rule reversal
it’s becoming frosty,vnh-vsk,yhahthvh,False,imperative,Ambiguity implies lossy rule reversal
it’s becoming frosty,vnh-vsk,yhahthvh,False,,
it’s becoming frosty,vnh-vsk,ayhahthvh,False,,
it’s becoming frosty,vnh-vsk,yhahthvh,False,,
it’s becoming frosty,vnh-vsk,yhahthvh,False,,
it’s becoming frosty,vnh-vsk,ayhahthvh,False,,
it’s becoming frosty,vnh-vsk,yhahthvh,False,,
it’s becoming frosty,stative,yhahthvhvhsk,False,,
it’s becoming frosty,stative,ayhahthvhvhsk,False,,
it’s becoming frosty,stative,yhahthvhvhsk,False,,
it’s becoming frosty,stative,yhahthvhvhsk,False,imperative,Ambiguity implies lossy rule reversal
it’s becoming frosty,stative,ayhahthvhvhsk,False,imperative,Ambiguity implies lossy rule reversal
it’s becoming frosty,stative,yhahthvhvhsk,False,imperative,Ambiguity implies lossy rule reversal
it’s becoming frosty,stative,yhahthvhvhsk,False,,
it’s becoming frosty,stative,ayhahthvhvhsk,False,,
it’s becoming frosty,stative,yhahthvhvhsk,False,,
it’s becoming frosty,stative,yhahthvhvhsk,False,,
it’s becoming frosty,stative,ayhahthvhvhsk,False,,
it’s becoming frosty,stative,yhahthvhvhsk,False,,
he/she is calling him/her,ih-vh,yhan,True,,
he/she is calling him/her,ih-vh,yhan,True,,
he/she is taking it somewhere by hand,go,yh,True,,
he/she is taking it somewhere by hand,go,yh,True,,
he/she is taking it somewhere by hand,go,yh,False,,
he/she is taking it somewhere by hand,go,ayh,False,,
he/she is taking it somewhere by hand,go,yh,False,,
he/she is taking it somewhere by hand,go[pres2],yhek,False,,
he/she is taking it somewhere by hand,go[pres2],yhek,False,,
he/she is quilting it,hvsk-han,yhehkal,True,,
he/she is quilting it,hvsk-han,yhehkal,True,,
he/she is making an incision,oh-al,yhel,False,,
he/she is making an incision,oh-al,yhel,False,,
he/she is making an incision,oh-al[imp2],yhel,True,,
he/she is making an incision,oh-al[imp2],yhel,True,,
he/she is imitating him/her,i-a-i[perf2],yhel,True,,
he/she is imitating him/her,i-a-i[perf2],yhel,True,,
